InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
563589,21524,DOORMAT SPOTTY HOME SWEET HOME,20,8/17/2011 19:40,8,17450,United Kingdom
542995,48194,DOORMAT HEARTS,2,2/2/2011 12:09,7.95,13728,United Kingdom
561817,85099F,JUMBO BAG STRAWBERRY,10,7/29/2011 15:51,2.08,12921,United Kingdom
550518,21925,UNION STRIPE CUSHION COVER ,12,4/19/2011 8:55,1.25,16628,United Kingdom
548506,22630,DOLLY GIRL LUNCH BOX,1,3/31/2011 14:42,1.95,18037,United Kingdom
560773,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1,7/20/2011 16:17,1.25,,United Kingdom
578817,20728,LUNCH BAG CARS BLUE,2,11/25/2011 13:45,1.65,16764,United Kingdom
552365,21714,CITRONELLA CANDLE GARDEN POT,4,5/9/2011 12:25,1.25,16440,United Kingdom
537144,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,12/5/2010 13:00,0.65,15880,United Kingdom
544643,22966,GINGERBREAD MAN COOKIE CUTTER,12,2/22/2011 11:43,1.25,13038,United Kingdom
539595,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,4,12/20/2010 13:43,0.43,,United Kingdom
579516,22692,DOORMAT WELCOME TO OUR HOME,1,11/29/2011 17:52,8.25,17841,United Kingdom
556784,22480,RED TEA TOWEL CLASSIC DESIGN,4,6/14/2011 13:15,1.25,14461,United Kingdom
545078,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2/28/2011 10:15,5.79,,United Kingdom
538365,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,12/12/2010 10:11,5.95,17243,United Kingdom
552677,21169,YOU'RE CONFUSING ME METAL SIGN ,1,5/10/2011 15:07,4.13,,United Kingdom
537236,22179,SET 10 LIGHTS NIGHT OWL,2,12/6/2010 9:52,6.75,16858,United Kingdom
C541779,22659,LUNCH BOX I LOVE LONDON,-12,1/21/2011 11:50,1.95,13102,United Kingdom
574839,23462,ROCOCO WALL MIRROR WHITE,1,11/7/2011 11:40,19.95,15493,United Kingdom
570418,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,10/10/2011 13:31,3.95,15211,United Kingdom
566915,23355,HOT WATER BOTTLE KEEP CALM,4,9/15/2011 14:22,4.95,16945,United Kingdom
571745,23267,SET OF 4 SANTA PLACE SETTINGS,12,10/19/2011 10:48,1.25,14911,EIRE
572312,22113,GREY HEART HOT WATER BOTTLE,5,10/23/2011 15:47,4.25,15022,United Kingdom
559063,23336,EGG FRYING PAN PINK ,2,7/6/2011 10:10,2.08,17220,United Kingdom
567505,23245,SET OF 3 REGENCY CAKE TINS,4,9/20/2011 14:34,4.95,12352,Norway
546116,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,3/9/2011 13:53,1.25,15367,United Kingdom
538071,22694,WICKER STAR ,4,12/9/2010 14:09,4.21,,United Kingdom
562129,22674,FRENCH TOILET SIGN BLUE METAL,12,8/3/2011 9:09,1.25,13186,United Kingdom
561022,22659,LUNCH BOX I LOVE LONDON,5,7/24/2011 10:24,1.95,14800,United Kingdom
568553,23175,REGENCY MILK JUG PINK ,4,9/27/2011 15:17,3.25,15674,United Kingdom
557304,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,6/19/2011 14:40,7.95,16326,United Kingdom
565418,22796,PHOTO FRAME 3 CLASSIC HANGING,2,9/4/2011 12:07,9.95,13576,United Kingdom
568224,23505,PLAYING CARDS I LOVE LONDON ,2,9/26/2011 10:22,1.25,17377,United Kingdom
579093,23583,LUNCH BAG PAISLEY PARK  ,50,11/28/2011 10:54,1.65,13081,United Kingdom
540550,22208,WOOD STAMP SET THANK YOU,12,1/10/2011 9:11,1.65,12539,Spain
550958,79030G,TUMBLER NEW ENGLAND,24,4/21/2011 16:37,0.39,15281,United Kingdom
575739,46776A,WOVEN BUBBLE GUM CUSHION COVER,2,11/11/2011 9:05,4.13,,United Kingdom
563189,23295,SET OF 12 MINI LOAF BAKING CASES,8,8/12/2011 15:22,0.83,12682,France
577158,23454,THREE MINI HANGING FRAMES,4,11/18/2011 9:58,4.15,16293,United Kingdom
553045,20992,JAZZ HEARTS PURSE NOTEBOOK,96,5/13/2011 9:33,0.74,12770,Japan
550193,21218,RED SPOTTY BISCUIT TIN,6,4/15/2011 9:27,3.75,13952,United Kingdom
543107,22859,EASTER TIN BUNNY BOUQUET,6,2/3/2011 12:27,1.65,13800,United Kingdom
571913,85176,SEWING SUSAN 21 NEEDLE SET,12,10/19/2011 15:29,0.85,18210,United Kingdom
576339,22346,PARTY PIZZA DISH GREEN POLKADOT,2,11/14/2011 15:27,1.63,14096,United Kingdom
580469,21386,IVORY HANGING DECORATION  EGG,4,12/4/2011 12:32,0.19,14583,United Kingdom
545568,90214D,LETTER "D" BLING KEY RING,1,3/3/2011 16:22,0.83,,United Kingdom
550471,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,4/18/2011 13:52,3.29,,United Kingdom
548164,21931,JUMBO STORAGE BAG SUKI,11,3/29/2011 13:44,4.13,,United Kingdom
566735,37413,ICON MUG REVOLUTIONARY,2,9/14/2011 14:19,0.39,15707,United Kingdom
556734,21746,SMALL RED RETROSPOT WINDMILL,12,6/14/2011 12:00,1.25,13476,United Kingdom
540469,21973,SET OF 36 MUSHROOM PAPER DOILIES,2,1/7/2011 14:04,1.45,12484,Spain
572513,22409,MONEY BOX BISCUITS DESIGN,1,10/24/2011 14:36,1.25,16728,United Kingdom
578270,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,11/23/2011 13:39,4.13,14096,United Kingdom
570674,21386,IVORY HANGING DECORATION  EGG,24,10/11/2011 14:59,0.19,14911,EIRE
567505,22993,SET OF 4 PANTRY JELLY MOULDS,12,9/20/2011 14:34,1.25,12352,Norway
547993,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/29/2011 9:59,1.95,,EIRE
539958,79066K,RETRO MOD TRAY,1,12/23/2010 13:26,1.66,,United Kingdom
578921,23320,GIANT 50'S CHRISTMAS CRACKER,1,11/27/2011 11:57,2.89,13596,United Kingdom
542275,22227,HANGING HEART MIRROR DECORATION ,24,1/27/2011 10:18,0.65,13089,United Kingdom
580259,21731,RED TOADSTOOL LED NIGHT LIGHT,12,12/2/2011 12:32,1.65,13705,United Kingdom
572097,22846,BREAD BIN DINER STYLE RED ,1,10/20/2011 15:30,16.95,,United Kingdom
578270,84970S,HANGING HEART ZINC T-LIGHT HOLDER,13,11/23/2011 13:39,2.08,14096,United Kingdom
577480,84946,ANTIQUE SILVER T-LIGHT GLASS,24,11/20/2011 11:37,1.25,14525,United Kingdom
574839,23456,MEDIUM PARLOUR PICTURE FRAME ,2,11/7/2011 11:40,4.15,15493,United Kingdom
550636,21714,CITRONELLA CANDLE GARDEN POT,1,4/19/2011 15:37,2.46,,United Kingdom
538349,22502,PICNIC BASKET WICKER SMALL,3,12/10/2010 14:59,8.47,,United Kingdom
580648,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,12/5/2011 13:15,1.25,12628,Germany
538827,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/14/2010 12:59,2.55,14298,United Kingdom
550499,22301,COFFEE MUG CAT + BIRD DESIGN,1,4/18/2011 15:16,4.96,,United Kingdom
540353,22429,ENAMEL MEASURING JUG CREAM,1,1/6/2011 14:53,4.25,13764,United Kingdom
569721,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,10/6/2011 9:28,2.95,12628,Germany
539492,82567,"AIRLINE LOUNGE,METAL SIGN",1,12/20/2010 10:14,4.21,,United Kingdom
563557,23028,DRAWER KNOB CRACKLE GLAZE BLUE,24,8/17/2011 13:33,1.65,15786,United Kingdom
567905,21169,YOU'RE CONFUSING ME METAL SIGN ,12,9/22/2011 16:37,1.69,12952,United Kingdom
541566,85174,S/4 CACTI CANDLES,16,1/19/2011 11:50,1.95,17722,United Kingdom
564710,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,8/28/2011 10:21,1.25,15625,United Kingdom
552259,21781,MA CAMPAGNE CUTLERY BOX,3,5/8/2011 11:13,14.95,15796,United Kingdom
544907,22426,ENAMEL WASH BOWL CREAM,4,2/24/2011 14:15,3.75,12945,United Kingdom
545025,22378,WALL TIDY RETROSPOT ,1,2/25/2011 14:40,4.96,,United Kingdom
561898,22619,SET OF 6 SOLDIER SKITTLES,4,7/31/2011 15:25,3.75,12456,Switzerland
546542,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2,3/14/2011 15:13,0.79,13263,United Kingdom
575787,16169E,WRAP 50'S  CHRISTMAS,25,11/11/2011 11:18,0.42,12518,Germany
541695,22064,PINK DOUGHNUT TRINKET POT ,1,1/20/2011 18:01,3.29,,United Kingdom
566231,21584,RETROSPOT SMALL TUBE MATCHES,20,9/11/2011 10:58,1.65,14837,United Kingdom
576695,21993,FLORAL FOLK STATIONERY SET,1,11/16/2011 12:25,1.25,16469,United Kingdom
558526,22697,GREEN REGENCY TEACUP AND SAUCER,48,6/30/2011 11:01,2.55,17949,United Kingdom
556459,22607,WOODEN ROUNDERS GARDEN SET ,1,6/10/2011 17:25,16.63,,United Kingdom
541784,21061,PARTY INVITES FOOTBALL,4,1/21/2011 12:37,0.85,17277,United Kingdom
574068,23349,ROLL WRAP VINTAGE CHRISTMAS,12,11/2/2011 14:51,1.25,12490,France
536446,22294,HEART FILIGREE DOVE  SMALL,24,12/1/2010 12:15,1.25,15983,United Kingdom
549964,22630,DOLLY GIRL LUNCH BOX,12,4/13/2011 14:12,1.95,13122,United Kingdom
565232,22449,SILK PURSE BABUSHKA PINK,3,9/2/2011 9:30,2.46,,United Kingdom
550320,22949,36 DOILIES DOLLY GIRL,2,4/17/2011 12:37,1.45,12748,United Kingdom
578250,23294,SET OF 6 SNACK LOAF BAKING CASES,1,11/23/2011 12:43,0.83,15901,United Kingdom
551174,21239,PINK  POLKADOT CUP,1,4/26/2011 17:02,1.63,,United Kingdom
571653,23509,MINI PLAYING CARDS FUN FAIR ,20,10/18/2011 12:17,0.36,14298,United Kingdom
550632,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,1,4/19/2011 14:56,6.25,16907,United Kingdom
575176,20961,STRAWBERRY BATH SPONGE ,2,11/8/2011 18:29,2.46,,United Kingdom
540469,21500,PINK POLKADOT WRAP ,25,1/7/2011 14:04,0.42,12484,Spain
544599,22507,MEMO BOARD RETROSPOT  DESIGN,1,2/21/2011 18:15,10.79,,United Kingdom
577480,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,6,11/20/2011 11:37,2.55,14525,United Kingdom
549556,22522,CHILDS GARDEN FORK BLUE ,3,4/10/2011 12:53,0.85,17372,United Kingdom
565331,21213,PACK OF 72 SKULL CAKE CASES,1,9/2/2011 13:59,0.55,16674,United Kingdom
572380,23210,WHITE ROCKING HORSE HAND PAINTED,24,10/24/2011 11:51,1.25,16019,United Kingdom
537484,17091J,VANILLA INCENSE IN TIN,36,12/7/2010 11:30,0.38,14733,United Kingdom
578944,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,11/27/2011 13:41,1.95,16005,United Kingdom
552286,21034,REX CASH+CARRY JUMBO SHOPPER,2,5/8/2011 13:07,0.95,16393,United Kingdom
569528,23367,SET 12 COLOUR PENCILS SPACEBOY ,12,10/4/2011 14:53,0.65,16242,United Kingdom
540968,20718,RED RETROSPOT SHOPPER BAG,4,1/12/2011 13:40,1.25,17338,United Kingdom
565460,22324,BLUE POLKADOT KIDS BAG,48,9/5/2011 9:24,1.65,16843,United Kingdom
572760,23348,CHILDRENS TOY COOKING UTENSIL SET,6,10/26/2011 8:30,2.08,16225,United Kingdom
560251,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,5,7/17/2011 12:32,4.25,17774,United Kingdom
537196,21361,LOVE LARGE WOOD LETTERS ,1,12/5/2010 13:55,12.75,15426,United Kingdom
571082,21213,PACK OF 72 SKULL CAKE CASES,2,10/13/2011 15:25,1.25,,United Kingdom
571443,22158,3 HEARTS HANGING DECORATION RUSTIC,8,10/17/2011 13:43,2.95,17785,United Kingdom
566258,22726,ALARM CLOCK BAKELIKE GREEN,2,9/11/2011 12:45,3.75,13124,United Kingdom
542713,37450,CERAMIC CAKE BOWL + HANGING CAKES,12,1/31/2011 13:27,2.95,12668,Germany
566199,85099B,JUMBO BAG RED RETROSPOT,30,9/9/2011 14:12,2.08,14824,United Kingdom
552894,84971S,SMALL HEART FLOWERS HOOK ,1,5/12/2011 10:53,0.85,14606,United Kingdom
559061,20676,RED RETROSPOT BOWL,2,7/6/2011 10:04,1.25,17220,United Kingdom
580600,22059,CERAMIC STRAWBERRY DESIGN MUG,4,12/5/2011 11:13,0.39,12841,United Kingdom
576403,90067A,PINK VINTAGE VICTORIAN EARRINGS,6,11/15/2011 10:56,2.95,15214,United Kingdom
559042,21930,JUMBO STORAGE BAG SKULLS,1,7/5/2011 15:34,4.96,,United Kingdom
541481,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,6,1/18/2011 12:09,3.75,14696,United Kingdom
576052,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,11/13/2011 14:48,8.5,15787,United Kingdom
577171,23366,SET 12 COLOURING PENCILS DOILY,16,11/18/2011 10:52,0.65,17159,United Kingdom
C549019,22230,JIGSAW TREE WITH WATERING CAN,-2,4/5/2011 15:22,0.85,12474,Germany
568321,21889,WOODEN BOX OF DOMINOES,12,9/26/2011 13:36,1.25,13639,United Kingdom
559057,47566B,TEA TIME PARTY BUNTING,12,7/6/2011 9:46,4.95,13089,United Kingdom
571857,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,10/19/2011 13:38,10.4,15468,United Kingdom
558774,71143,SILVER BOOK MARK WITH BEADS,7,7/4/2011 10:17,0.83,,United Kingdom
577609,23263,SET OF 3 WOODEN HEART DECORATIONS,12,11/21/2011 9:51,1.25,12349,Italy
563565,20848,ZINC HEART LATTICE CHARGER SMALL,3,8/17/2011 14:22,2.95,17338,United Kingdom
547967,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,3/28/2011 15:49,10.79,,United Kingdom
575871,23524,WALL ART HORSE & PONY ,6,11/11/2011 12:52,3.75,14911,EIRE
544681,84598,BOYS ALPHABET IRON ON PATCHES,4,2/22/2011 16:28,0.42,,United Kingdom
562105,21900,"KEY FOB , SHED",24,8/2/2011 14:50,0.65,15271,United Kingdom
569968,22997,TRAVEL CARD WALLET UNION JACK,6,10/6/2011 18:56,0.42,17921,United Kingdom
544599,22568,FELTCRAFT CUSHION OWL,1,2/21/2011 18:15,7.46,,United Kingdom
581439,22076,6 RIBBONS EMPIRE  ,1,12/8/2011 16:30,1.25,,United Kingdom
565431,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,9/4/2011 13:15,2.95,14965,United Kingdom
538067,22659,LUNCH BOX I LOVE LONDON,4,12/9/2010 13:59,1.95,15288,United Kingdom
543015,85099B,JUMBO BAG RED RETROSPOT,20,2/2/2011 13:46,1.95,14188,United Kingdom
558620,21931,JUMBO STORAGE BAG SUKI,1,6/30/2011 16:39,2.08,15584,United Kingdom
555509,22674,FRENCH TOILET SIGN BLUE METAL,1,6/3/2011 17:07,1.25,13435,United Kingdom
580561,22043,dotcom,-9,12/5/2011 10:25,0,,United Kingdom
578995,22385,JUMBO BAG SPACEBOY DESIGN,2,11/27/2011 15:59,2.08,15861,United Kingdom
561686,22779,WOODEN OWLS LIGHT GARLAND ,4,7/29/2011 8:29,4.25,13148,United Kingdom
561113,84510A,SET OF 4 ENGLISH ROSE COASTERS,5,7/25/2011 12:09,1.25,17841,United Kingdom
578994,21537,RED RETROSPOT PUDDING BOWL,12,11/27/2011 15:44,4.25,14911,EIRE
548715,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,4/3/2011 15:22,1.25,17758,United Kingdom
578926,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,11/27/2011 12:24,0.85,18156,United Kingdom
552694,21533,RETROSPOT LARGE MILK JUG,3,5/10/2011 15:25,4.95,12749,United Kingdom
566195,15056N,EDWARDIAN PARASOL NATURAL,21,9/9/2011 13:44,5.95,12433,Norway
560700,22980,PANTRY SCRUBBING BRUSH,1,7/20/2011 12:38,1.65,17229,United Kingdom
559338,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,7/7/2011 16:30,0.42,,United Kingdom
563428,23012,GLASS APOTHECARY BOTTLE PERFUME,4,8/16/2011 11:44,3.95,13159,United Kingdom
558904,16238,PARTY TIME PENCIL ERASERS,1,7/4/2011 16:18,0.42,,United Kingdom
538508,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,12/12/2010 13:32,0.85,15998,United Kingdom
572912,22778,GLASS CLOCHE SMALL,1,10/26/2011 16:07,3.95,16915,United Kingdom
536876,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,12/3/2010 11:36,21.23,,United Kingdom
558040,23012,GLASS APOTHECARY BOTTLE PERFUME,4,6/24/2011 12:51,3.95,14309,United Kingdom
563444,21429,RED GINGHAM ROSE JEWELLERY BOX,1,8/16/2011 13:50,1.95,16033,United Kingdom
569901,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,10/6/2011 16:20,3.95,12923,United Kingdom
558105,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,6/26/2011 14:54,1.25,15644,United Kingdom
580402,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,8,12/4/2011 11:55,2.95,13536,United Kingdom
555739,22384,LUNCH BAG PINK POLKADOT,10,6/7/2011 9:49,1.65,12380,Belgium
545460,37370,RETRO COFFEE MUGS ASSORTED,1,3/2/2011 17:33,1.25,13230,United Kingdom
543909,22521,CHILDS GARDEN TROWEL PINK,1,2/14/2011 12:32,1.63,,United Kingdom
571061,23170,REGENCY TEA PLATE ROSES ,1,10/13/2011 14:33,3.29,,United Kingdom
542219,22136,LOVE HEART SOCK HANGER,12,1/26/2011 12:36,1.65,17735,United Kingdom
575950,21485,RETROSPOT HEART HOT WATER BOTTLE,4,11/13/2011 11:53,4.95,16983,United Kingdom
577544,22748,POPPY'S PLAYHOUSE KITCHEN,10,11/20/2011 14:43,2.1,17758,United Kingdom
558475,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,2,6/29/2011 15:58,5.79,,United Kingdom
574470,22209,WOOD STAMP SET HAPPY BIRTHDAY,5,11/4/2011 11:56,0.5,12748,United Kingdom
540477,10135,COLOURING PENCILS BROWN TUBE,20,1/7/2011 14:49,0.42,13233,United Kingdom
575930,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,11/11/2011 17:58,3.29,,United Kingdom
536876,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,8,12/3/2010 11:36,2.13,,United Kingdom
572075,22750,FELTCRAFT PRINCESS LOLA DOLL,4,10/20/2011 13:55,3.75,16846,United Kingdom
539744,22300,COFFEE MUG DOG + BALL DESIGN,6,12/21/2010 15:21,5.06,,United Kingdom
541592,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,7,1/19/2011 15:08,3.29,,United Kingdom
560539,21930,JUMBO STORAGE BAG SKULLS,10,7/19/2011 12:19,2.08,16745,United Kingdom
557278,23298,SPOTTY BUNTING,12,6/19/2011 12:08,4.95,13089,United Kingdom
562519,84519B,CARROT CHARLIE+LOLA COASTER SET,2,8/5/2011 12:37,1.25,16764,United Kingdom
562203,21974,SET OF 36 PAISLEY FLOWER DOILIES,10,8/3/2011 12:50,1.45,16102,United Kingdom
550137,21035,SET/2 RED RETROSPOT TEA TOWELS ,100,4/14/2011 13:59,2.75,12477,Germany
545830,82599,FANNY'S REST STOPMETAL SIGN,2,3/7/2011 13:10,2.1,17634,United Kingdom
572960,22602,RETROSPOT WOODEN HEART DECORATION,24,10/27/2011 10:40,0.85,18154,United Kingdom
C543388,POST,POSTAGE,-3,2/8/2011 9:44,15,14646,Netherlands
553946,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,5/20/2011 10:48,0.85,15601,United Kingdom
559673,21754,HOME BUILDING BLOCK WORD,6,7/11/2011 14:10,5.95,13224,United Kingdom
559337,16237,SLEEPING CAT ERASERS,1,7/7/2011 16:27,0.42,,United Kingdom
572063,22563,HAPPY STENCIL CRAFT,1,10/20/2011 12:57,1.25,14606,United Kingdom
548984,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,4/5/2011 12:37,0.42,14546,United Kingdom
559991,84660A,WHITE STITCHED WALL CLOCK,1,7/14/2011 12:29,0.79,14527,United Kingdom
580731,22377,BOTTLE BAG RETROSPOT ,2,12/5/2011 17:36,2.1,17383,United Kingdom
551584,23065,LARGE DECO JEWELLERY STAND,2,5/3/2011 11:22,12.5,15620,United Kingdom
576339,22356,CHARLOTTE BAG PINK POLKADOT,15,11/14/2011 15:27,1.63,14096,United Kingdom
539451,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,12/17/2010 16:59,3.36,,United Kingdom
565043,22171,,8,8/31/2011 17:01,0,,United Kingdom
552269,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2,5/8/2011 11:52,1.65,16121,United Kingdom
580673,84970S,HANGING HEART ZINC T-LIGHT HOLDER,36,12/5/2011 14:30,0.85,13089,United Kingdom
562711,23298,SPOTTY BUNTING,2,8/8/2011 14:53,4.95,16788,United Kingdom
569250,22083,PAPER CHAIN KIT RETROSPOT,6,10/3/2011 10:18,2.95,16747,United Kingdom
571502,21908,CHOCOLATE THIS WAY METAL SIGN,12,10/17/2011 15:18,2.1,14422,United Kingdom
545658,21243,PINK  POLKADOT PLATE ,4,3/4/2011 14:13,1.69,14670,United Kingdom
567697,47566,PARTY BUNTING,4,9/22/2011 8:41,4.95,16558,United Kingdom
571271,21908,CHOCOLATE THIS WAY METAL SIGN,1,10/16/2011 12:16,2.1,15440,United Kingdom
569372,21803,CHRISTMAS TREE STAR DECORATION,4,10/3/2011 16:04,0.42,,United Kingdom
545658,20676,RED RETROSPOT BOWL,4,3/4/2011 14:13,1.25,14670,United Kingdom
558754,23301,GARDENERS KNEELING PAD KEEP CALM ,4,7/3/2011 12:10,1.65,15518,United Kingdom
577800,22434,BALLOON PUMP WITH 10 BALLOONS,16,11/21/2011 17:00,1.95,15484,United Kingdom
561897,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,7/31/2011 15:24,1.25,17841,United Kingdom
547367,22068,BLACK PIRATE TREASURE CHEST,2,3/22/2011 13:11,1.65,15437,United Kingdom
537134,22272,FELTCRAFT DOLL MARIA,2,12/5/2010 12:34,2.95,16983,United Kingdom
553148,22176,BLUE OWL SOFT TOY,6,5/13/2011 14:09,2.95,,Hong Kong
539458,21817,GLITTER CHRISTMAS TREE,1,12/17/2010 17:30,0.85,,United Kingdom
555548,22605,WOODEN CROQUET GARDEN SET,4,6/5/2011 13:16,12.75,17811,United Kingdom
578853,22437,SET OF 9 BLACK SKULL BALLOONS,10,11/27/2011 11:15,0.85,17864,United Kingdom
547830,22859,EASTER TIN BUNNY BOUQUET,1,3/25/2011 15:50,3.29,,United Kingdom
561048,20677,PINK POLKADOT BOWL,72,7/24/2011 12:51,1.06,12939,United Kingdom
569253,22653,BUTTON BOX ,10,10/3/2011 10:55,1.95,13635,United Kingdom
537823,20668,DISCO BALL CHRISTMAS DECORATION,1,12/8/2010 14:25,0.43,,United Kingdom
579471,23559,WOODLAND BUNNIES LOLLY MAKERS,1,11/29/2011 15:08,4.13,,United Kingdom
559816,22316,200 BENDY SKULL STRAWS,1,7/12/2011 16:11,1.25,,United Kingdom
553549,22616,PACK OF 12 LONDON TISSUES ,3,5/17/2011 16:09,0.83,,United Kingdom
566833,22971,QUEENS GUARD COFFEE MUG,6,9/15/2011 11:47,2.55,17865,United Kingdom
559991,84660C,PINK STITCHED WALL CLOCK,1,7/14/2011 12:29,0.79,14527,United Kingdom
549687,21213,PACK OF 72 SKULL CAKE CASES,24,4/11/2011 13:29,0.55,12363,Unspecified
558127,21137,BLACK RECORD COVER FRAME,120,6/27/2011 10:42,3.39,13777,United Kingdom
C547104,85194L,HANGING SPRING FLOWER EGG LARGE,-8,3/21/2011 11:02,0.85,16817,United Kingdom
575854,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,11/11/2011 12:20,0.29,14125,United Kingdom
562393,23203,JUMBO BAG DOILEY PATTERNS,10,8/4/2011 16:17,2.08,18172,United Kingdom
559548,85212,MINI PAINTED GARDEN DECORATION ,48,7/10/2011 15:17,0.29,17997,United Kingdom
577795,20963,APPLE BATH SPONGE,3,11/21/2011 16:50,1.25,13246,United Kingdom
578347,22337,ANGEL DECORATION PAINTED ZINC ,2,11/24/2011 9:26,0.63,,United Kingdom
561481,20684,,-27,7/27/2011 13:38,0,,United Kingdom
548198,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,3/29/2011 16:05,2.1,16712,United Kingdom
579472,21810,CHRISTMAS HANGING STAR WITH BELL,5,11/29/2011 15:09,0.39,13521,United Kingdom
557442,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,2,6/20/2011 12:53,2.55,14808,United Kingdom
573870,21991,BOHEMIAN COLLAGE STATIONERY SET,1,11/1/2011 12:25,1.25,14485,United Kingdom
548612,20685,DOORMAT RED RETROSPOT,1,4/1/2011 11:34,7.95,13137,United Kingdom
575331,20726,LUNCH BAG WOODLAND,10,11/9/2011 13:52,1.65,13209,United Kingdom
548162,22423,REGENCY CAKESTAND 3 TIER,17,3/29/2011 13:42,24.96,,United Kingdom
552532,22669,RED BABY BUNTING ,10,5/10/2011 9:39,2.95,15615,United Kingdom
548745,22913,RED COAT RACK PARIS FASHION,3,4/4/2011 12:10,4.95,12471,Germany
572240,23103,JINGLE BELL HEART DECORATION,24,10/21/2011 15:18,1.65,13709,United Kingdom
539663,72741,GRAND CHOCOLATECANDLE,1,12/21/2010 10:26,1.45,17961,United Kingdom
579777,23570,TRADITIONAL PICK UP STICKS GAME ,5,11/30/2011 15:13,2.46,,United Kingdom
572074,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,10/20/2011 13:54,1.45,16284,United Kingdom
563674,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,8/18/2011 11:59,0.85,14132,United Kingdom
552702,22678,FRENCH BLUE METAL DOOR SIGN 3,1,5/10/2011 16:00,2.46,,United Kingdom
537629,22189,CREAM HEART CARD HOLDER,8,12/7/2010 15:03,3.95,17419,United Kingdom
567936,22580,ADVENT CALENDAR GINGHAM SACK,6,9/22/2011 18:10,5.95,15194,United Kingdom
562445,22852,DOG BOWL VINTAGE CREAM,4,8/4/2011 18:51,4.25,12417,Belgium
547513,21086,SET/6 RED SPOTTY PAPER CUPS,48,3/23/2011 13:59,0.65,17519,United Kingdom
567672,23101,SILVER STARS TABLE DECORATION,8,9/21/2011 15:39,0.83,16085,United Kingdom
551174,20622,VIPPASSPORT COVER ,1,4/26/2011 17:02,4.13,,United Kingdom
543586,21717,EASTER TIN BUCKET,8,2/10/2011 11:16,2.55,15809,United Kingdom
550778,22730,ALARM CLOCK BAKELIKE IVORY,4,4/20/2011 13:36,3.75,14868,United Kingdom
C542604,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-2,1/30/2011 12:35,16.95,13148,United Kingdom
579843,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,30,11/30/2011 16:21,2.08,12921,United Kingdom
554942,21926,RED/CREAM STRIPE CUSHION COVER ,9,5/27/2011 14:01,1.25,17841,United Kingdom
554158,84508C,BLUE CIRCLES DESIGN TEDDY,2,5/23/2011 11:44,2.55,15563,United Kingdom
557742,23169,CLASSIC GLASS COOKIE JAR,6,6/22/2011 11:46,4.15,14911,EIRE
