,sentiment,text
1100100,4,"Last night with @The_Lates gets 2 thumb ups. Now, I am still ignoring my unpacking&amp;finally writing up the Metric interview/conversation "
1100150,4,"@amazondotjon Tweet #Jizzersforlife  We're FBR fans, we're jizztastic, and we're trying to make it onto the TT. Help us out? Thanks!"
1100200,4,Enjoying the peace and quiet of the morning hours 
1100250,4,@TraciKnoppe haha!  well at least they're wet now.
1100300,4,enjoying the SUN haha not very oftern yuu get sun in england LOL so make the most of it guys 
1100350,4,@danielnylin Found out about'em just yesterday but they are really something else 
1100400,4,"Feeling much better, much less hormonal.  @neilhimself: congrats neil"
1100450,4,"Hot as hell outside and the sun is shining, why am I inside coding? BECAUSE IT'S FUN! "
1100500,4,wee man loved footie..didnt score.but had a great time and enjoyed it..he played well..  xxx
1100550,4,leaving for the airport soooooon 
1100600,4,Bought a big screen tv for NYC 
1100650,4,"Good Evening Everyone.  (Philippines) Haha. Haaa, had a fun and emotional day today. Hope it wont happen tom again. Haha."
1100700,4,i heart KAPAMiLYA NETWORK! ABS-CBN no.1 ! da best. all networks cant beat it! wahaha  certified kapamilya soo much XD
1100750,4,im off for a bit today. everyone stay safe and keep it real 
1100800,4,Preparing for summer fundraiser! It has to start somewhere! Ya'll have a great wknd! 
1100850,4,Off to wet n wild...looking forward to some fun in the sun 
1100900,4,@nicolehunterrr yeah I'm fine with whatever  need to go to tescos  what time you thinking ? xxxxxxx
1100950,4,Lola is ready for a ride in the car  http://apps.facebook.com/dogbook/profile/view/5586368
1101000,4,@jasperparsnip are you bored 
1101050,4,@jamiecropley Chelsea v Everton 
1101100,4,i'm celebrating after such a successful night at dancing. this is the reason why i do it  x x x x
1101150,4,"@orcasquall Just watched it recently , was pretty awesome to watch it in HD "
1101200,4,"@pembteaco Ok ok - how about Jeffrey Archer. He was born in Pembs, wasn't he? "
1101250,4,@Winsorandnewt  You're looking very serious this morning 
1101300,4,"Productive morning! Work (briefly), bday pressy shopping, brief jaunt to Meadowhell (me shopping!), supermarket &amp; now in pub with @Hel200 "
1101350,4,@CtrlF5 Thanks and I know they have downloads too but their catalogue of movies is poor at best.  Hopefully it will improve. 
1101400,4,@rmilana my vote is coming in coz #youdabest 
1101450,4,On my to photoshoot with my fav photog @designsbyjk and Nikki MUA!!! Yay  Hottness waiting to happen!
1101500,4,anyone can recommend a web monitoring tool that sms ideally free  ?
1101550,4,suprise suprise! hahaha just did a suprise party for my sister  i hope my hair wont get frizzy just rebon 
1101600,4,"good morning tweeple, Im up earlier than normal today b/c we are headed 2 six flags today...yea I can't wait 4 the rollercoasters "
1101650,4,@JMacOnline wow jesse you're an early riser for a Saturday!  Have a great show tonite..maybe you'll even get tackled again 
1101700,4,Thanks for ruining my vacation 
1101750,4,"@timbuckteeth yet in your blog post, you (or is it Jarrett) say SL is a ghost town. Who is right?  "
1101800,4,"@Jonasbrothers I liked them all! But if i have to choose then Before The Storm, Black Keys and Hey Baby  The album is awesome! Great Job"
1101850,4,"@aliciiaxo Excuse me, be happy "
1101900,4,@blingylixious hey 
1101950,4,is looking forward to todays dress fitting to @picklestick6 
1102000,4,"@Ruaridh18 LoL, sounds funny "
1102050,4,@youreyesdontlie can we talk through here?  i cba to go on the laptop. Tell me about the movie later  ily!
1102100,4,Good Eve.  ?
1102150,4,"@greekdude Dude, is that really him? AC/DC and Playmates? Doesn't seem very Prime Ministerish of him... or his reference to the elections "
1102200,4,".@MMofOz yep, i remember!! you popped my international sms cherry  so you're my new FB friend??"
1102250,4,Yaaay sunny  I think its gonna be a good weekend 
1102300,4,H&amp;M - Fashion against AIDS!   I've got the t-shirt designed by Dita 
1102350,4,I love talking about tattoos with Hanna 
1102400,4,@TickleMeJoey bless you x 16 then  xo
1102450,4,@wonkots42 You definitely deserve the downtime! Enjoy some food for me. 
1102500,4,@Olaf_HB it doesn't matter if people follow you if they're spammers. it only affects you if you follow them! 
1102550,4,JunSu oppa is definitely cute and adorable!!  but the &quot;??????(oyaji gag)&quot; isn't totally suitable for him.... ??????????????ï¿½
1102600,4,"@vintrospective PS: Do you like wines from Campania? They are hard to find in the States sometimes, but I love the wine here! "
1102650,4,"@mrdillonarnold good luck young man, keep us updated with your success "
1102700,4,"@wsstephens boy, do I hear ya!  "
1102750,4,@katofawesome hahahaha that made me laugh  that's why I went to the shop instead of letting Mum..!
1102800,4,"@JenClaude sounds like fun  I know! I'm really worried actually! You planning on uni? All is good with me, I'm slightly sunburnt though X"
1102850,4,@HomerSmith Sounds so fabulous 
1102900,4,@heycassadee  hello! we've seen the video of &quot;How You Love Me Now&quot; in TV for the first time. 
1102950,4,@comeagainjen You are a Christian too? That's awesome!  Are you an Evangelical Christian like the Jonas Brothers? Hehe!
1103000,4,I love the smell of fresh cut grass 
1103050,4,@sylv65 my screen had lifted slightly on old one... keyboard wouldnt work properly - they had a look and just swapped it over 
1103100,4,@woahhitsrynx Hey thanks for the nice comments! and for following us 
1103150,4,@Badandy_Kitykat @Henryandfriends Hello friends  you make me smile ...thanks
1103200,4,"heading over to @mclgreenville yard sale, a little late in the morning for it. I slept in "
1103250,4,is getting CPR certified! 
1103300,4,says chit chat @ loyd's place  http://plurk.com/p/x78ss
1103350,4,"going to relay for life, once sexy butt picks me up "
1103400,4,@ichichy tp kan enak cha sendirian jadinya bebas 
1103450,4,"oh econ, with you, it's always learning the hard way. but i love you still. thanks to carlos and quimbo for laying the foundations. "
1103500,4,it's such a beautiful day 
1103550,4,@toddkashdan Will eventually get to read your book this summer. It is on my list. 
1103600,4,@stoweboyd Good morning.  Have fun with the move. 
1103650,4,Guy I provide transport for to work treated me to breakfast as thanks. Yay golden corral! 
1103700,4,"@sillypunk Oooh, yes "
1103750,4,Unexpected saxofoon intermezzo @ the library - nice   http://yfrog.com/0wh5ltj
1103800,4,@jasonmccay going to see it today as well 
1103850,4,@MummaBear  i would never be that bored and if I was I would do the manly thing an cry off because of feeling unwell lmao 
1103900,4,Starting with Ajax! 
1103950,4,@gadataguy hiya to you too 
1104000,4,Off to Fresno at 9am for Meet in the Middle and to see Rach. Hopefully Jess can wake up before then.  Then Obama volunteers party in Otown
1104050,4,"@thelesbianmafia found your show on iTunes, I subscribed! "
1104100,4,@Laude5 Couldn't agree with you more  A strong brand protects the margin and builds loyalty.
1104150,4,http://snurl.com/j2v21 awesome 
1104200,4,@fabalas_seanne the girl behind  lil miss tutu 
1104250,4,More Big and Special Thanks for #followfriday !! Cheers to you all  @CHERYLtheArtist @laketrees @BoydGreeneArt @neotigress
1104300,4,cake time. haha. 
1104350,4,@pixiexoxo  yeah... Bones woke me up this morning. He texted me at 6:10 am Dx I was like &quot;I LOVE YOU BUT WHAT THE FUUUUCK!?&quot;
1104400,4,Sandy's bday tonight....thinking Westport most likely. Getting her destroyed is the objective.  Txt if you wanna roll....
1104450,4,I love my thermal wedge pillow...put it behind my back and I feel wonderful  best purchase ever
1104500,4,@jennfields The weather in Alps even in summer can turn quickly. Make sure to bring warm sweater/sweatshirt with you even if 80 degrees. 
1104550,4,"Good morning, Twitter bugs "
1104600,4,@vespertwine ????? ?? ????? ? dead cause? 
1104650,4,"@travnguyen hahaha, ok! i'll make sure to let lil kim know if i see her... and i'll tell her to check you out on youtube! "
1104700,4,who cares about devolution in the gb? or power models? or thatcherism???!!!! thank goodness this will all be over on tuesday 
1104750,4,@TattooBBN thought u got da babies n u now wanna watch HBO... But Cathouse is my shit  LO Good Morning 
1104800,4,Th? 7 cï¿½c em xinh ??p r? ?i ch?i nh?ng ng?i v? l?i thï¿½i 
1104850,4,@maddielion_ find your prince too 
1104900,4,"Almost finished editing all my Japan Trip photo's.  Only 40 odd to go.  At this point, I have, count em, 1105 good ones! "
1104950,4,i can see summer on the horizon 
1105000,4,vol. 25 is creativitae's blog of the week  http://bit.ly/q07SR
1105050,4,wors from 9:30-5:30 today. 
1105100,4,@shell115 Hello 
1105150,4,headin off to smallville for some Crave icecream  yummmm! xx
1105200,4,"Hittin yard sales wth my sweet hubby, aftr a pit-stop at daylight donuts "
1105250,4,@lisadempster... hey hun if u get to the Page Parlour can u let me know if our postcards managed to get there? haha  #ewf sounds awesome
1105300,4,"Yay, Nat's coming to visit "
1105350,4,@bebebel sounds like alot of fun 
1105400,4,New Julia Allison Painting complete ! ( One of my best I think !! ) http://twitpic.com/696yj Enjoy ! 
1105450,4,more new followerscan they keep up 
1105500,4,@danupoyner - Your site is looking great. 
1105550,4,"@gocharms Re: thingsjamaicanslove.com - I drove a Lada once (1 day) and the clutch felt like brake, and brake felt like clutch. Loved it! "
1105600,4,Sign Up Twitter  
1105650,4,@paulawhite funny you should say that.  I've thought of having my 5 yr olds start their own blog to share. 
1105700,4,Uh Iï¿½m so hungry ... Pizzaï¿½s ready in about 15 min. .. Yummy! 
1105750,4,"I @ work but is happy as all bills paid in full this month, makes a nice change "
1105800,4,@remedy_coffee sounds delicious! 
1105850,4,@nijumohan well I'm here! 
1105900,4,"off to go shopping,  bbl "
1105950,4,@paladin well if you're upgrading - get one that prints 11x17&quot; - or maybe a plotter  not practical but handy when making billboards?
1106000,4,"@soonerviking Sounds like a lovely time. Funnily enough, we're off for hairs cut, too.  Enjoy yoru day! "
1106050,4,haha. Pete just discovered that one of the rabbits (i suspect Ollie) ate the shoelaces of one of his good shoes. 
1106100,4,"@EmmanuelGadenne 40 Twollars so far so good doing the translation  Internet has been quite weak so it has to be done bit by bit, if ur ok"
1106150,4,ice age 2 on hbo  rocks
1106200,4,Off to the beach! 
1106250,4,Ice cream for breakfast with the bister 
1106300,4,@uzairsawal i think the american variant can't sit still and play games best when at drunken LAN parties. which is why we beat them in CS 
1106350,4,@melonphobia lol you can BURN nachos? wtf? thats a lil insane. o you and your drinking 
1106400,4,@ApothecaryJeri I'm just sending tweets 2 friends from my old acct 2 follow me again via new acct spot which takes time.  All is well! 
1106450,4,@louiseheraghty Try the Bahamas !- its bloody baking out there !!! 
1106500,4,"@whyvee Ta hun!   All working now, but they sound like handy cables indeed."
1106550,4,"@CatNight coconut milk chocolate yogurt, hard boiled eggs - maybe oatmeal if I'm still hungry. "
1106600,4,@laydebug1997 oh that sounds GREAT! 
1106650,4,"@DjWaxFiend u know how me stay bro, haffi shine on da grind wid the sound inna the sunshine "
1106700,4,"@UncleRUSH  Hey Russell, did you see my Christ and Yoga rap video?"
1106750,4,Oh how i love Chicago  going by the sears tower.
1106800,4,@faiththiang is the coolest person here. Love @lolkate18 
1106850,4,Visiting UCONN...be back later. 
1106900,4,@Madlittlenympho What did you get?? I'm getting mine updated in the next couple of weeks 
1106950,4,@JonathanRKnight glad you made it safely! Hope you are getting some much needed rest after your crappy day...see you in 11 days! 
1107000,4,Laying out... Thinking about workin out and runnin at the park... Graduation party later! Text it! 
1107050,4,  Summertime by DJ Jazzy Jeff and The Fresh Prince
1107100,4,http://twitpic.com/6996z - Todays is Katie's birthday. This is what dad got her...(for the weekend 
1107150,4,"@mikecoulter Bet on the Final, Get ï¿½25 cashback if your bet loses  http://tinyurl.com/qhoq8j"
1107200,4,@TheBeatmaker Hey! Thanks so much for following me  visit my myspace page sometime http://www.myspace.com/dottygmusiconline 2 hear mybeatz
1107250,4,"Waking up early to study, but end up catching up with friends via IM since everyone's online. It's all good though... "
1107300,4,"hanging out with my sister, doing wedding stuff "
1107350,4,Thanks @GFGrandmaBNC @janvoth @Trommelfeld @SilknPearls @vene2ia @jonnerz for the Friday Follows. 
1107400,4,@reluctantgourme that's a really interesting post on flour... 
1107450,4,@GreenSmooch thanks! You are spot on  Where in Spain you live?
1107500,4,@tophatdog Thank u for the #ff. You rock! 
1107550,4,"@ddlovato please read this, it would mean the whole wide world to me  https://twerbose.com/t8720"
1107600,4,@RYAN_manno  http://tinyurl.com/6lrgre Most definitely one of my faves. 
1107650,4,@MGMarts --Me too.  It is raining on and off here.  Just headed out to plant some flower baskets.  Have a great rest of your day! 
1107700,4,@mileycyrus  hey you should go to prom with me  lol
1107750,4,yeeeeeyyy!! brand new clothes 
1107800,4,@rascalkpr  if I didn't have a teachers salary I'd say yes. But I'm just surviving. Ha
1107850,4,@blossombobcat i kow ryt?! haha. it gets totally dark at around 10:30 pm. 
1107900,4,Amazing morning for photography. Racked up another golf course at which I get free golf membership  http://tr.im/mTmn
1107950,4,i enjoy it 
1108000,4,'s tweet of the day...  ME:&quot;ah look at the sky&quot;   ...  LISA: &quot;oh  its like the sea but upside down!&quot;     :')
1108050,4,"@swingking well I'm off to Liverpool airport,just gonna go for a drive while it's a very nice day "
1108100,4,@skovi_44 hey. Im good  how r you doin? 
1108150,4,@SteveGarufi Glad you are better! Nice to know I'm not the only one that has to work on a Saturday. At least you can get outside. 
1108200,4,Oh lookie-look at the time. Hihihi. 
1108250,4,chilling with a cold beer in the sun.... 
1108300,4,has nommed his food and is about to shower and whatnot. with pendulum STILL blaring 
1108350,4,"Ah, got in a quick nap!  Yay! to the Westin for allowing early check-in at 7:30 AM "
1108400,4,work and then bachelorette party 
1108450,4,@r0ckergirl14 w(r)eally?? u should sucker punch their faces.. 
1108500,4,"@mileycyrus Good cure for that?  Girly, romantic comedies!  "
1108550,4,@gofresco holy moly thanks to google 
1108600,4,http://bit.ly/wf64d  Man..I love them. 
1108650,4,@jeffcrab Isn't that a song? 
1108700,4,"@EricaMueller Yes, I need to add her to my Blog Roll!!! Thank you!! "
1108750,4,"@HarlemWriter - Let's hope it's the well dressed, nicely coiffed, pumped and focused Serena that takes the court today! "
1108800,4,"@Esgaroth yes, it will be a laugh with my best mates, as always. M will come pick me up so I won't have to cycle home all alone at night "
1108850,4,"@hitekfame  i'm not on the computer, but if u can e-mail it to luckylibra.earstyle@gmail.com or LuckyLibra@earstyle.net"
1108900,4,@MATTHARDYBRAND good morning. Hope you slept well and had fun with your show. I know I have fun watching it 
1108950,4,iss loving the british summer timee  i cant believe how warm it is todayy .it makes me happy..britains got talent tonightt....sky+.wooop x
1109000,4,@MasumaMerrygold i lv him 
1109050,4,@chelseasms Now problem...Thank you!   Your page background was very mood lifting.
1109100,4,I am being taken on an amazing day!! Life is good 
1109150,4,@oh_rosie meee too  but does bella ask to be kissed by edward in the book?
1109200,4,"@sazzxo The LG phone deal thing, yanno the one Tom posted yesterday? That one "
1109250,4,OMG!! CINNAMON ROLL IS HERE. 
1109300,4,@ShawnKing - . . . and bitching about movies! 
1109350,4,"@danoleary wow, I'm impressed! You'll be addicted before you know it "
1109400,4,"@beautiful_waste Oh, and I have 3 dogs that make sure they let me know I'm not alone "
1109450,4,{Click the Link to find out what im talkin about.} 
1109500,4,Forgot they had the adventure playground in Tate modern at the mo 
1109550,4,@thisgoeshere yup 
1109600,4,"@jonasobsessedx how about a fake cookie?  i have one, it looks real..but its FAKE XD how amazing is that? lmfao xD ilusfdmmm x"
1109650,4,http://twitpic.com/69cqv - Paige and I are biking The Fox River Trail. Just got passed by a 10-year old. 
1109700,4,'s inbox just reached 69 for the first time today 
1109750,4,"@amoir *huggle* Night babe, stay awesome! "
1109800,4,Now this is real politics  ...http://bit.ly/8dvjC
1109850,4,car: done. on the train now  going underground (lol) soon 
1109900,4,@conceptscode Hello World! 
1109950,4,@heninger  ;) Did some shots in Candlelight last week: amazing!!
1110000,4,@chocoshabi d'you see the blair &amp; chuck scene in the end? that was LOVE again.  love seeing 'em 2ether 
1110050,4,"quote of the day:people maybe won't remember what you said or did, but they will remember how you made them feel... "
1110100,4,I need to take a nap... CU later girls 
1110150,4,Decided to leave my urban hellhole..in Maine aka Northern Massachusetts 
1110200,4,"@skinnermike Just for the record: 'Trust Me' is definitely  the best one! Yay, Duesseldorf is going to be great "
1110250,4,@mccmarianne Thank you!!! 
1110300,4,@JamieBen Thank you 
1110350,4,watching '17 again'. 
1110400,4,"@toryradio Can't answer, I'm afraid - it would be like a blind leading another, as I can't see the match here in Sweden.. Shall we guess? "
1110450,4,@binkybetsy  I liked &quot;Dan in Real Life&quot;.  Especially the song &quot;Let My Love Open the door&quot;
1110500,4,loooooooves the sun 
1110550,4,Bankkkk real quick 
1110600,4,"@tiffania yeah, I just had sniffles yesterday, but today I have a little cough too  hopefully suffering now will help me feel better. "
1110650,4,@xx_Megan_xx hopelessromantic27@hotmail.com 
1110700,4,@brothrsaw Expired... 
1110750,4,oh thats good!! 
1110800,4,"haha, it was creepy "
1110850,4,@buckhollywood  ...enjoy your day 
1110900,4,@AK2G cool!!! We r Excited also yo!!! 
1110950,4,new business card design arriving monday! very exciting 
1111000,4,loving this weatherrr  finally out of the seasonal effective disorder depressionn!  hahaa
1111050,4,WHATEVS 
1111100,4,so tired. why am i still awake at 1:40am?? youtube makes time fly. BED TIME! and ready for epic hangs with my buddies tomorrow. 
1111150,4,@selenagomez Can't wait to see you at the MTV Movie awards!  Are you getting an award or just introducing someone?
1111200,4,@kaylubb you are going to need LOTS of coffee tomorrow after tonight!  
1111250,4,@vodkaprincess77 Got a case for ï¿½15 off the market!! I did try going in Primark but I got scared &amp; had to leave 
1111300,4,is going to watch season 1 of gossip girl yay 
1111350,4,"@DickensWrites I trained him well, eh? "
1111400,4,@chelseasms @amy4669 It's gorgeous indeed 
1111450,4,@ReadLead ?????~ ?? ??? ??? ??? ? ?????. ???? ??? ?? ??? ??? ??... 
1111500,4,@jlh_photo Take them to HempFest on the South Oval at OSU. 
1111550,4,@MyInnerVixen not much my honey buns.  
1111600,4,"Crispy cold coffee, chilly air blowing, and the I-15. Yeah baby. "
1111650,4,"@frogblogger yes, i stay in pattaya thailand....    will go out for dinner.. will report in my blog later."
1111700,4,Smiley button badges (RM2.50 for 10pcs) and memo pad (RM2 each). Keep on smiling 
1111750,4,@saaaaaarah15 its cool 
1111800,4,@JB04 Aww. Sucks for you. I have no such sights. 
1111850,4,@chrystalenicole i believe the proper name was fiveohsexohsix....just saying 
1111900,4,Im the city with my friend Sandy..we just got our hair done!  now going to brunch!
1111950,4,Chilling with granny  luv this woman!
1112000,4,gunna sleep a little more i am not feeling a 100% today biiiiii my fellow twitter heads  see u all in a hour or less lol
1112050,4,just woke up  i think im gonna do hw today...
1112100,4,Going for a shower before going out... will reply later 
1112150,4,"Alcohol, sun and music "
1112200,4,lunch with hbaby then tennis with my daddy 
1112250,4,@Destini41 Well how cool is that....no wonder you are on countdown mode. I hope you fully enjoy the experience 
1112300,4,.. is moving together with my boyfriend at the end of the summer and so happy about that. mozzarella sticks rock 
1112350,4,getting my nails done just like @bebeld  brb
1112400,4,@xokatrinaxo yesss 
1112450,4,ZZZZZ time.. Tomorrow will be a busy day for serving &amp; loving people! Luv y'all! 
1112500,4,"I've been awake for two hours, and yet I'm still not really awake.  Urgh.  Making a video with the cousin and the sis today. "
1112550,4,Likes Crocodile Dundee. 
1112600,4,2 words. PARANOID~JONAS 
1112650,4,"oh man, its such a niceee day outsidee. i like it "
1112700,4,@tsarnick its still saturday here.. tomorrow though 
1112750,4,close to finish reading my next book 
1112800,4,Lol=] the zoo=] Kat Woman OUT 
1112850,4,i found one that is very graceful aahahahaa 
1112900,4,@bobgarrett Thanks for following me 
1112950,4,"BEAUUUUUUUUUTIFUL OUT! Caramel iced coffee, Lady Gaga blaing, heading to the gym  Grad Party later!"
1113000,4,"Now.. Angelo - Brotherhood Of Man. &lt; Must listen to it, amazing! They sound a lot like Abba, so if you're a fan of Abba..listen! "
1113050,4,gooood morning 
1113100,4,wooo stanley cup finals start tonight !! 
1113150,4,Ok this won't be bad  they are nice...
1113200,4,Eating Piiiiiza  I'm so happy
1113250,4,@PennyRed this was great 
1113300,4,"congrats, @djfour20! i'll bring bottles-let me know when "
1113350,4,@mileycyrus I'm working on a dress inspired by the pink ruffly one u wore in the movie  http://twitpic.com/69j21
1113400,4,@samanthai @Acemas21 - she is now embarrased 4 doubting with me - while sitting in garden with drink - shud I milk this one  bwahhaha
1113450,4,shot of Crown @ 9:15am &quot;You're not down!!!&quot; 357 still sucks. 
1113500,4,@Jon_Favreau Sleep is for mortals!  
1113550,4,Is trying to work this thing out 
1113600,4,@esmecullen800 I'm good  How are you?
1113650,4,such a nice day out.  
1113700,4,@thicksational aaawww...I love u   I just got your voicemail.  I will call u later today
1113750,4,@aaddiiss sounds cute dis! wanna see donggggg 
1113800,4,"@articulations Oh I know! Thanks, she is an amazing person "
1113850,4,Yep it's a boating day!  I love a full day of my great girlfriends. Boating &amp; Girl's Night. 
1113900,4,@alex_priceless peanut butter. 
1113950,4,@SofiaBirgersson Wohoo!  The one from Wembley?
1114000,4,@rotub Haha dont cry about it man 
1114050,4,Jus wokeee up 
1114100,4,Eating Pizza Hut that my mum ordered for dinner 
1114150,4,"@His_Kyrptonite wow, you are twittering more than me lately.  who'd a thunk it. "
1114200,4,@ebassman Hope you like the pics... @YoungQ 's in them too.... 
1114250,4,@cruzteng and I thought it's always convenient for u to head for japan kayu's prata shop! Or the McD drivethru? 
1114300,4,"@kirstiealley I want someone spiritual, loving, humble, cute, loyal, common interests, fun, friendly, healthy, fit, etc. Good question. "
1114350,4,Yes finally can pre-order Halo 3: ODST on Amazon 
1114400,4,Cleaning house and trying to record the rest of the movies off of our old DVR so we can boot the Satellite stuff back to Dish. 
1114450,4,Heyy having a sleeover woop woop supposed to be 26 degrees tommorow  Going to bournmeth beach WOOO !!
1114500,4,going to bed  g'night twitters 
1114550,4,I am a high school graduate 
1114600,4,Cavs watch party at the Q tonight again 
1114650,4,@dorothyxjoy you better believe it! 
1114700,4,i'm at crystal's About to go fishing  but i barely have service for the next two days.
1114750,4,@flauxters nope. Just moved here from South Carolina and I grew up in Florida so I have yet to experience winter anywhere 
1114800,4,Cast party Later 
1114850,4,Morning/Happy afternoon tweetersss 
1114900,4,@BillHibbler Your welcome and thank you for your thoughts about my presentation 
1114950,4,excitement 
1115000,4,"@RGotthart, we are house-sitting/pet-sitting for dogs- Wedgie and Dash.   They LOVE Nate."
1115050,4,@pwilson You must be at an FCA or Young Life golf tournament!  
1115100,4,Great mind can't be wasted!!! support @Jason_Pollock on http://tinyurl.com/cygt8w cuz he's worth it  #TYC
1115150,4,A lot of work forward ! let't do some business 
1115200,4,@JuliaBall I'll tell you how far when I get there 
1115250,4,Is listening to old mix cd's from 4 years ago.  
1115300,4,@kodapplsidol...Next time 
1115350,4,"@thepete fuckit! Go outside, get some sun, enjoy spring! Work will still be there when you'll come back  it's weekend"
1115400,4,@spartan_love I got a pedi yesterday myself it felt gr8  enjoy love.
1115450,4,were gonna whoop my ass. I'm not violent but I gotta lil bit of thug in me  
1115500,4,waiting for britains got talent  eating haribo
1115550,4,was at @_Beeks 's house. wow. I had so much fun and the weather is great. i feel so good 
1115600,4,@Gbd951 i wish me and paige could come! I hope you guys have a fun time today! 
1115650,4,"Hi there tweets  I'm sooo tired today, the contest was so crazy! I worked as hell until 2:30 am and every part of my body hurts."
1115700,4,@ayeshahalam hope they r of some use to get inspiration.. 
1115750,4,"itunes let me import my old (real) library this morning, woo-hoo!  brilliant."
1115800,4,@Shannenp but it would help us focus! One night d told this guy to do an all nighter before his exam drink like 40 burns lol 
1115850,4,Waiting for Hope!! Waiting for Monday!!  
1115900,4,@christinadodd &quot;There are 18 different animal shapes in the Animal Crackers cookie zoo!&quot; luv http://unkno.com/ 
1115950,4,"@grumpytico I know .. jeje. Too many buttons for me, though.  "
1116000,4,@ayeshaalexis nope I wa roll it back to fri  loooooool
1116050,4,@Water1st I hope today's walk was amazing!! You should come on a bike ride to raise money for wells in Africa  http://www.hydroheroes.com
1116100,4,ok...the party thing is all set up  bring on the family!
1116150,4,@Scott_Lord I know why &amp; am blessed. No one should try &amp; force their beliefs on anyone. I know who-what &quot;I AM&quot; 
1116200,4,the cherry on top? the pick of the peck? the creme de la crop? 
1116250,4,@Kaye_Lovely lmfao we gonna get you some laker tickets too boo 
1116300,4,Off work...now its time to runaround the lake 
1116350,4,"great first day at #bcleeds09 good talks, good food, good people, now to relax "
1116400,4,@WkdSelina my poor Sel. I hope the torture ends soon. 
1116450,4,Morning spent washing and waxing the plane.  Should go faster now 
1116500,4,@Trucco905 Thank you!  You're so kind and sweet Nadia!
1116550,4,900th updatee  scoreeeee!
1116600,4,susan to win (L) fook the rest 
1116650,4,@KaleeSpeCial thats the thing though i dont know anyone who's girl i wanna fuck  lmfao
1116700,4,@tulipeyes You so need to come down for my b-day and see a concert w/ me in Houston...even if you aren't into oldies musc.  
1116750,4,It's such a beautiful day today! I think I'll go take a walk. 
1116800,4,@Jonasbrothers there's an &quot;a&quot; in paranoid boys 
1116850,4,@BarrySouthgate  bye  have fun in NY... Btw next time ur answering all the Qs not me
1116900,4,@grievousangeluk choon indeed!!!! and Dulugosh is way better than Dlugosch...'oh-my-Dulugosh!' 
1116950,4,"dream tour of the moment: @switchfoot, @caitlincrosby, @mollyjenson. you guys should make that happen. "
1117000,4,Going shopping. 
1117050,4,i want a twitter shirt  and some land on the moon.
1117100,4,@lissamabley Still ill..grrrrrr #itsucks..... but it's soooooo nice to have a lil bit o'sunshine 
1117150,4,Watching Video from YouTube 
1117200,4,@tommcfly I'm waiting 2 McFly in Faustï¿½o again 
1117250,4,HAAAAAAAAAARDBASE!!!!!!  #hardbase.fm
1117300,4,We're entering the grand canyon park... 
1117350,4,@Nisafit your brutalization of my legs and *ss might have an effect! but we'd be together 
1117400,4,@nastyandreyovna  Are you going to the Homeschooling Alumni National Reunion? http://www.homeschoolalumni.org/ 
1117450,4,Anybody want some books!? Cleaned out the bookshelf and I now have hundreds for you to choose from!  lemme know!! Seriously!
1117500,4,"Jay Leno's last night on the Tonight Show was on Friday, I hope Conan O'Brien is even funnier come Monday "
1117550,4,shopping for some new dresses 
1117600,4,Is loving seattle 
1117650,4,off to berkeley to pick up big brother! 
1117700,4,real interested in some sleep action  i love minooooooo
1117750,4,"@allthatglitrs21 aww, don't worry. You'll get used to it. I live in NYC too "
1117800,4,I just pooped at work 
1117850,4,@JonathanBoriss yay!  
1117900,4,woke up someone at this morning 
1117950,4,Have acquired unfortunate tan after spending the day at wildlife reserve. We saw buzzards  And a roe deer too. Life's good - even with tan
1118000,4,@aplusk u sound like @DonnieWahlberg with his army. 
1118050,4,@gabbylucio hahha it is an amazing song ill give her that 
1118100,4,"http://ping.fm/p/sLfaf - OMG, it's Optimus freaking Prime!! "
1118150,4,I loved Coraline! The 3D is brilliant on it.. It made me jump loads of times aswell. All films should be in 3D now 
1118200,4,@philyjab Susan Boyle has not performed yet 
1118250,4,@kms726 You've just made me laugh so much I can't breathe   . Anyway: awwwwwwwwww!!!!!!!! *dribbles*
1118300,4,I'm hopin' that my daddy brings me an ice cream from @cherrygarcia... No ice cream in any store why?...I love chocolate fudge brownie!! 
1118350,4,@FizzleW Think happy thought now fizzlew hmmmmmmmm 
1118400,4,@karinhousely I dant get direct messages on my phone so if you're at the fair @ me 
1118450,4,@lucasartsgames Force Unleashed for PC and KOTOR 3 
1118500,4,Just joined twitter 
1118550,4,"@jpSanPedro packing packing packing london, fly soon. is london ready for brit?! "
1118600,4,Has the greatest friends EVER and is so thankful for them  @abarwig @dmaccabee Thank you!
1118650,4,"@joideviejewelry haha. it is like calling Chicago 'the Chi' no, thank you. "
1118700,4,@doubletruth Deviantart is a fine online portfolio. Which no publisher will look at unless they are already interested in you. 
1118750,4,@solangeknowles -- larry. 
1118800,4,http://twitpic.com/69uyc - vintage earphones 
1118850,4,In Kingsland Texas.  Hope i wont fall into the river/lake from boat today. 
1118900,4,@whoissuresh that's cool  So will you be playing in the LA area anytime soon?
1118950,4,Note to self: You look nice today 
1119000,4,I can't belive ... I am in another world    
1119050,4,I love weddings.  And my kids dressed up. 
1119100,4,@zacseif let me know what you think about your iphone when you get it...and I expect more tweets from you from now on mr seif  &lt;3 haha
1119150,4,"moved, finally. yay.  sleepy as fuck."
