WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,ROP,DTS,DCAL,DRHO,LITHOFACIES
16/1-6 A,1724.699735,459500.7813,6539629.5,-1635.823853,HORDALAND GP.,Grid Fm.,8.623096466,,0.559673131,0.553176463,2.165068388,46.40034866,0.487500012,2.386595249,145.7269745,,29.38142777,,,,65000
16/01/2002,2841.964002,455221.3438,6533321.5,-2816.964111,ROTLIEGENDES GP.,Kupferschiefer Fm.,8.335914612,7.925360203,7.935730934,3.735282898,2.500089884,142.1472626,0.094099998,,63.91979981,95.27698517,278.3826294,,,0.132163838,30000
15/09/2017,2804.869998,438597.3438,6478968.5,-2782.664795,VESTLAND GP.,Skagerrak Fm.,8.453100205,7.443408489,7.264109135,6.031334877,2.180477858,39.20973969,0.168764412,6.349013805,103.0252075,26.44910049,7.324328899,,,-0.0132,30000
16/10/2003,1009.277599,460420.3438,6453750.5,-969.2462158,NORDLAND GP.,Utsira Fm.,18.10344696,0.733538806,0.742667317,1.14995122,,142.4338837,,,150.3620148,500.2903137,26.25,,0.603443742,,65000
15/09/2015,2714.336,436803.625,6463015.5,-2688.980225,SHETLAND GP.,Blodoeks Fm.,8.95827961,2.452431679,2.452431679,1.991973758,2.476126432,42.57938767,0.230897486,8.488564491,83.7864151,119.3782654,16.20996094,,0.458279401,0.003239085,30000
16/10/2003,1413.749599,460423.2188,6453751.5,-1373.700073,HORDALAND GP.,Utsira Fm.,12.76908302,1.072255969,1.070370913,1.40600872,2.15105176,120.0231171,,3.433200598,132.4874573,87.27671051,34.5,,0.5190835,0.037673816,65000
15/09/2013,1526.304,437639.5,6470978,-1501.236816,HORDALAND GP.,Utsira Fm.,14.12962818,,1.001742601,0.972175956,2.029561997,70.98230743,0.481854171,2.434699774,140.9569702,57.92941666,42.51248169,,,0.000300814,65000
16/10/2002,3074.457202,443270.5,6444989.5,-3047.130615,VESTLAND GP.,Skagerrak Fm.,8.289063454,,1.308495402,0.588228166,2.29052186,32.25628662,0.227245584,6.898508549,87.10092163,64.950737,,,-0.2109375,0.012788029,30000
16/10/2002,3020.953202,443271.7188,6444988.5,-2993.647949,VESTLAND GP.,Skagerrak Fm.,8.4375,,1.126937509,0.597342849,2.365157843,36.3683815,0.237562373,5.151366234,86.13116455,69.99848938,,,-0.0625,0.007727164,30000
15/09/2013,1176.248,437640.8125,6470976,-1151.197998,HORDALAND GP.,Utsira Fm.,14.37404442,,0.730428398,0.827722371,1.91683054,31.44542694,0.460818768,10.99719048,146.1030884,51.15907669,36.85313416,,,-0.01418121,30000
15/09/2015,1703.08,436812.1563,6462995.5,-1678.003906,HORDALAND GP.,Utsira Fm.,16.06774139,0.95654726,0.95654726,0.961943924,2.014306068,64.45445252,0.56311655,2.725555658,156.8300476,69.25379944,48.287426,,3.817739725,0.114969373,65000
16/2-11 A,1479.371199,475413.4375,6518688,-1365.39978,HORDALAND GP.,Skade Fm.,12.3225832,,1.02672565,1.126942635,2.158248663,132.1658325,0.495717794,3.352740288,137.9433899,,21.16863632,,,-0.011325246,65000
16/10/2001,1979.02379,444155.4688,6435555,-1953.918579,HORDALAND GP.,Utsira Fm.,13.65326405,,0.737685084,0.667348683,2.028623343,94.91365051,0.389144093,12.61384106,135.1000519,93.15042114,13.97185612,,1.153264642,0.02525527,65000
16/11-1 ST3,2717.433201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.34717083,,,,,7.919570923,,,69.38484955,,3.031998158,,,,88000
16/10/2002,2874.881202,443274.5625,6444986.5,-2847.621826,VESTLAND GP.,Hugin Fm.,8.422642708,,0.879457951,0.169409603,2.178939343,30.20712853,0.248574853,4.002401352,95.71643829,35.16269302,,,-0.077357642,0.002486458,30000
15/09/2017,2635.541998,438596.25,6478968,-2613.344482,SHETLAND GP.,Hod Fm.,9.359399796,4.858226299,2.913912296,2.895876169,2.410999298,20.18110085,0.153248563,5.101944923,87.29793549,42.19910049,3.29467392,,,-0.016074842,70000
16/2-11 A,1958.1712,475547.875,6518998.5,-1704.247803,SHETLAND GP.,Hod Fm.,12.62468243,,2.646414757,2.684898138,2.447785854,18.67304611,0.17652832,5.330897808,83.54936981,,6.186276436,158.9271393,,0.005143699,70000
15/09/2017,630.3579984,438591.75,6478951.5,-608.3431396,NORDLAND GP.,,18.83850861,,2.010605812,2.800274849,2.20575428,54.30683136,,2.285553694,132.5237122,6.321537495,24.59743691,,,0.00345273,65000
16/10/2003,2567.125599,460448.25,6453744,-2526.691406,VESTLAND GP.,Skagerrak Fm.,8.480037689,1.122612834,1.093076229,1.559341669,2.408230305,94.3757782,0.23898904,3.19751668,87.53607941,,14.18238735,166.2556152,-0.019962037,0.02956734,65000
16/10/2005,2734.532387,448702.25,6429296,-2691.016846,CROMER KNOLL GP.,Tuxen Fm.,8.571715355,1.597118378,1.576596022,1.585840225,2.514541864,41.92824554,0.20288901,8.889716148,88.99914551,,49.02616501,174.958313,0.08230789,0.031886097,70000
16/02/2016,2036.614396,476768.2813,6523588.5,-2010.248901,HEGRE GP.,Skagerrak Fm.,8.584026337,,3.905047655,3.947213888,2.511022329,64.71575928,0.130377293,3.523808956,75.11386108,,16.43718147,142.8373718,,-0.007023749,30000
16/11-1 ST3,1517.241201,474570.4688,6436490,-1490.088745,ROGALAND GP.,Balder Fm.,13.34384823,,0.725830853,0.469052911,,25.20833588,,,157.9025116,51.5082016,5.486167908,,,,99000
16/10/2003,2360.709599,460442.0938,6453743.5,-2320.369629,SHETLAND GP.,Svarte Fm.,9.958435059,1.060600281,1.060379148,1.389053702,2.40890646,105.9041672,0.270163536,2.838677406,101.8907394,,3.910000324,,1.458435297,0.047182426,65000
15/09/2013,1419.6,437640.5625,6470978,-1394.540161,HORDALAND GP.,Utsira Fm.,12.26504993,,1.228780747,1.313235402,1.923962116,86.82944489,0.535212278,2.316405296,137.040741,53.73762131,34.87752914,,,0.005136923,65000
16/11-1 ST3,2381.209201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.61768723,,,,,7.108181477,,,68.34215546,,2.783409596,,,,88000
16/11-1 ST3,2077.057201,,,,CROMER KNOLL GP.,Aasgard Fm.,14.17908478,0.275296927,,,2.443725348,47.85948181,0.26646623,,109.0966644,,9.638652802,,,0.045145821,80000
15/09/2017,506.7819984,438592,6478951.5,-484.768219,NORDLAND GP.,,22.78120041,,1.592150688,1.774503589,1.424531698,40.54093933,,1.24323988,167.4386749,4.814696312,56.08678436,,,-0.0093,65000
16/11-1 ST3,2279.977201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.8863163,1068.184448,,,2.923717499,4.120298386,-0.010923494,,53.98362732,,25.19391823,,,-0.000289923,86000
16/2-11 A,895.3871995,475284.8125,6518426,-870.4709473,NORDLAND GP.,Utsira Fm.,12.35629845,,1.141180158,1.141753912,1.978386283,99.29194641,0.507587314,3.127292156,144.6995239,,39.35003281,,,-0.015092386,65000
16/11-1 ST3,2922.633201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.51333904,,,,,7.379216194,,,68.2877655,,7.098975658,,,,88000
16/10/2003,530.9335993,460417.875,6453752,-490.9172058,NORDLAND GP.,,17.81397629,0.818664372,0.823114455,1.198582053,,125.2982025,,,171.9628906,476.0033264,22.88999939,,0.313975245,,65000
15/09/2013,2493.936,437616.25,6470981.5,-2468.539063,SHETLAND GP.,Tor Fm.,12.40953827,,3.879098177,3.975699902,2.559360743,14.64123631,0.124298468,4.974250794,64.21857452,79.39993286,4.010334492,,,-0.005534533,70000
16/02/2016,1715.742396,476768.2188,6523588.5,-1689.377563,SHETLAND GP.,Tor Fm.,12.49018097,,2.313460112,2.391905546,2.445782661,15.95817375,0.16517517,5.68628931,72.41937256,,21.78376961,141.5218353,,0.009587245,70000
15/09/2017,2625.357998,438596.1875,6478968,-2603.161133,SHETLAND GP.,Hod Fm.,9.453100205,5.589348316,3.101924181,2.721098185,2.352190018,17.50693893,0.148053542,5.197262287,91.348732,39.87986755,5.68960762,,,-0.008202554,80000
16/11-1 ST3,720.3052007,474566.5938,6436486,-693.2960205,NORDLAND GP.,,12.55802155,,1.290129662,1.13911581,,66.82187653,,,166.878952,48.70054245,6.861896038,,,,65000
15/09/2013,2032.16,437626.3438,6470981,-2006.889526,HORDALAND GP.,Utsira Fm.,17.33227348,,0.478675336,0.463303953,1.672939897,35.24454498,0.592884541,7.984221458,151.8071442,64.79748535,39.60214233,,,0.010322631,30000
16/11-1 ST3,1771.841201,474597,6436516.5,-1741.173706,SHETLAND GP.,Hod Fm.,13.99898529,,0.795210838,0.538065553,,12.24969387,,,92.8638916,43.63277435,14.04898167,,,,70032
16/11-1 ST3,1629.113201,474582.125,6436501.5,-1600.41626,SHETLAND GP.,Ekofisk Fm.,12.4517889,,1.684272647,1.33885932,,11.11580849,,,82.08438873,44.21086502,13.73194885,,,,70032
16/10/2003,1978.429599,460432.2188,6453746.5,-1938.261719,ROGALAND GP.,Lista Fm.,13.28672218,0.437373579,0.438597262,0.476424396,2.151215792,109.2216873,,,131.2354736,88.38708496,51.29999924,,1.036723495,0.058503419,65000
15/09/2015,2987.784,436796.2813,6463019,-2962.294922,HEGRE GP.,Skagerrak Fm.,7.666182041,1.221781492,1.221781492,0.853706062,2.38790226,64.3571167,0.266670138,5.199774265,86.04199219,105.6444397,22.03304482,,-0.83381778,-0.031020993,65030
16/11-1 ST3,1615.281201,474580.6875,6436500,-1586.775146,ROGALAND GP.,Lista Fm.,15.23096275,,0.699255705,0.491211295,,25.76834106,,,160.3894959,52.39760971,7.153782845,,,,65000
15/09/2013,2336.008,437619.8125,6470981,-2310.653809,ROGALAND GP.,Lista Fm.,16.21831131,,0.81676656,0.734873116,2.045538664,48.04664612,0.396433055,4.330039978,109.2743683,74.98386383,19.34356499,,,0.050205931,65000
15/09/2013,1467.328,437640.1563,6470978,-1442.265991,HORDALAND GP.,Utsira Fm.,14.8746891,,1.014379144,1.017169356,2.009469986,86.40989685,0.510057449,2.595379353,138.9012604,55.43650436,47.1064148,,,0.000161723,65000
16/11-1 ST3,2649.489201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.40658474,,,,,8.326137543,,,68.057724,,2.393950224,,,,88000
15/09/2013,1851.128,437632.0938,6470978.5,-1825.968506,HORDALAND GP.,Utsira Fm.,13.58978272,,0.801583588,0.736458421,2.083940983,78.99423981,0.543150604,2.649618149,146.077713,62.34075165,31.37456894,,,-0.00681168,65000
16/2-11 A,1650.371199,475462.4063,6518799,-1485.904053,ROGALAND GP.,Lista Fm.,12.49036884,,0.78727597,0.809399605,2.202015162,115.1468201,0.466370255,3.83656311,135.2407532,,37.36218643,,,-0.007303045,65000
16/10/2003,2540.981599,460447.3438,6453744,-2500.563721,VESTLAND GP.,Skagerrak Fm.,8.332559586,0.938963473,0.924344838,1.362529993,2.353168964,71.82395935,0.233865008,3.591001749,88.01099396,,31.5699997,172.7830353,-0.167440161,0.024599051,30000
15/09/2013,1039.904,437640.9375,6470975,-1014.857971,NORDLAND GP.,Utsira Fm.,23.2656002,,0.726304829,0.841433644,1.53606534,31.62491798,,1.106732249,153.8346558,29.86724472,20.57482719,,,0.01646637,30000
16/2-11 A,1845.5392,475519.4063,6518926,-1622.956787,SHETLAND GP.,Tor Fm.,12.8157711,,1.843670964,1.87938714,2.373600483,18.0012188,0.206225812,6.251740933,79.45696259,,8.155716896,149.9507446,,0.007779633,70000
16/2-11 A,1095.267199,475318.3438,6518480.5,-1059.040649,HORDALAND GP.,Skade Fm.,12.36968613,,0.793750405,0.789227665,2.086152315,45.19303131,0.287035108,4.381903171,128.611969,,34.20874786,,,-0.00588907,30000
16/10/2003,2517.421599,460446.5625,6453744,-2477.01709,VIKING GP.,Draupne Fm.,8.823713303,1.14405036,1.144725084,1.374571323,2.21475935,281.7702942,0.575913191,3.344438791,130.8412781,,20.26000023,,0.323713273,0.033038907,65000
16/10/2003,445.8135993,460417.1875,6453752.5,-405.8025208,NORDLAND GP.,,20.08481598,0.915344715,0.932052791,1.566939831,,123.9923325,,,167.8195801,162.4674683,31.45000076,,2.584820271,,65000
15/09/2015,2623.896,436805.0313,6463013.5,-2598.571289,SHETLAND GP.,Hod Fm.,11.67122841,2.242365837,2.242365837,2.439866543,2.440680265,17.40614319,0.184986517,5.916471958,74.12696838,108.1875076,15.44110298,,3.171229124,-0.029608067,70000
16/10/2001,2062.31979,444157.0625,6435555.5,-2037.198486,HORDALAND GP.,Utsira Fm.,12.40620041,,0.506357908,0.377507716,2.133739471,65.49134064,0.4322927,6.119166851,138.2690582,84.16598511,9.682780266,,-0.093799591,-0.004981113,65000
16/02/2016,1187.086396,476768.1563,6523588.5,-1160.721558,HORDALAND GP.,Skade Fm.,12.44375515,,0.959085047,0.952294707,2.10416007,94.53491974,0.486029804,3.807122707,139.4586487,,31.43509674,,,0.008826386,65000
15/09/2015,3085.368,436793.5,6463020,-3059.82959,HEGRE GP.,Skagerrak Fm.,7.629000664,1.146035671,1.146035671,0.883706033,2.387547255,50.8697052,0.219068348,3.565075636,78.58563232,106.4062729,26.23348808,,-0.870999813,-0.013163381,65030
16/10/2003,979.4855993,460420.25,6453750.5,-939.4544067,NORDLAND GP.,Utsira Fm.,17.21575546,0.432908326,0.436764151,0.614338636,,87.85351563,,,143.2634735,517.3312988,39.68999863,,-0.284239799,,30000
16/2-11 A,1142.691199,475329.8438,6518500.5,-1100.650635,HORDALAND GP.,Skade Fm.,12.1708889,,1.163623691,1.158728004,2.245345116,142.2242889,0.443960369,4.611713886,124.2166977,,28.85220718,,,0.005495346,65000
15/09/2017,1297.941998,438593.8438,6478952,-1275.904907,HORDALAND GP.,Utsira Fm.,13.5080719,1.098441124,1.17311573,1.292742372,1.916569471,63.89051437,0.508201718,2.853518009,147.8905945,34.25525284,19.90308189,,,-0.007520338,65000
16/2-11 A,1592.1552,475445.4375,6518761.5,-1444.863525,ROGALAND GP.,Balder Fm.,12.29674816,,1.737614751,1.771012783,2.134896278,55.02244949,0.495043904,7.388614655,116.8966141,,31.42828369,,,0.00346107,99000
16/10/2003,640.2215993,460418.6875,6453752,-600.2006836,NORDLAND GP.,,17.94940186,1.073015571,1.080854774,1.817885041,,120.345871,,,143.3428497,507.1362,28.67000198,,0.449405432,,65000
15/09/2013,3108.928,437602.9688,6470983.5,-3083.350342,VESTLAND GP.,Smith Bank Fm.,9.636713028,,2.480909824,2.114189863,2.503844261,97.83428192,0.307924211,,88.60567474,133.7056427,4.471968651,,,0.023365216,65000
16/10/2003,1394.749599,460423.0625,6453751.5,-1354.700684,HORDALAND GP.,Utsira Fm.,12.74726486,0.980292916,0.97423315,1.233139277,2.179495573,123.1133881,,4.536456108,135.2023163,87.49977875,40.79999924,,0.497264773,0.071563222,65000
16/10/2001,1579.87179,444152.25,6435552.5,-1554.808716,HORDALAND GP.,Utsira Fm.,12.44236374,,0.749105573,0.679432452,2.084518671,89.83187103,0.431288868,6.286155224,143.5731506,92.76743317,9.359278679,,0.134111524,-0.011235642,65000
16/2-11 A,1936.2832,475542.7188,6518985,-1687.97644,SHETLAND GP.,Hod Fm.,12.81363106,,2.176656723,2.239924908,2.417063475,21.19478989,0.199697033,5.493075848,86.3923111,,5.176143646,170.9013977,,0.00323917,70000
16/10/2001,3086.79979,444185.25,6435595.5,-3060.159668,VESTLAND GP.,Skagerrak Fm.,8.452403069,,2.850862265,2.897707224,2.557419539,58.93151474,0.147100806,3.108971596,68.16051483,117.8087158,5.340928555,,-0.04759676,0.015712738,65030
16/2-11 A,1865.4512,475524.9063,6518939,-1636.94873,SHETLAND GP.,Tor Fm.,12.64899349,,1.625950337,1.632445097,2.347355604,15.91355228,0.212502047,6.252755642,79.3556366,,9.002601624,147.5215912,,0.009465597,70000
16/2-11 A,1559.171199,475436.0313,6518740,-1421.640137,HORDALAND GP.,Skade Fm.,12.53103733,,1.113320828,1.116753459,2.122488976,88.65828705,0.407922208,4.545462132,144.1425018,,28.77909088,,,-0.000623338,65030
16/11-1 ST3,2087.241201,,,,CROMER KNOLL GP.,Aasgard Fm.,13.68861675,0.307494014,,,2.449590921,55.21340179,0.271379799,,109.8566818,,12.43627071,,,0.043379594,80000
15/09/2013,1283.56,437640.7188,6470977.5,-1258.502686,HORDALAND GP.,Utsira Fm.,15.51198864,,1.145015001,1.184684277,1.907989383,60.58078003,0.541040123,2.549960136,150.0501251,49.95807648,36.59867477,,,-0.002378849,65030
15/09/2015,2212.584,436807.0625,6463008.5,-2187.307861,ROGALAND GP.,Balder Fm.,13.49154854,0.842193305,0.842193305,0.728042364,2.217956305,54.38806534,0.438685983,3.345241547,120.3553162,82.10148621,18.87752914,,1.241545558,0.060810126,99000
16/10/2003,1107.013599,460420.5625,6453750.5,-1066.981567,HORDALAND GP.,Utsira Fm.,19,1.118110061,1.161934018,1.677521229,,128.5122833,,,140.2901917,512.4109497,18.98999977,,1.499999881,,65000
15/09/2013,1059.968,437640.875,6470975.5,-1034.921265,NORDLAND GP.,Utsira Fm.,18.82852745,,1.417418242,1.711034894,1.765356422,60.45586777,,1.507650375,136.9872284,45.27540207,33.79834747,,,0.04797969,65000
15/09/2015,750.344,436817.2188,6462991,-725.3375854,NORDLAND GP.,,17.45146751,1.140165687,1.140165687,1.111570716,1.91755271,73.2314148,,2.400156736,184.2047272,56.19622421,31.58546448,,-0.04853335,0.024355548,65000
16/2-11 A,934.6031995,475288.8438,6518433,-908.8015137,NORDLAND GP.,Utsira Fm.,12.33694744,,1.098815918,1.096299291,2.017900944,109.4965439,0.508484423,3.2290833,145.0187836,,49.68540573,,,-0.009904051,65000
16/02/2016,1565.566396,476768.25,6523588.5,-1539.201538,ROGALAND GP.,Lista Fm.,12.51523876,,0.510936439,0.502418697,2.17269516,88.15595245,0.441566199,3.538347483,141.5931549,,29.18304634,,,0.007944956,65000
15/09/2017,1386.101998,438593.9688,6478952,-1364.063843,HORDALAND GP.,Utsira Fm.,13.24200058,1.124292493,1.223259807,1.297942758,1.905342937,57.74772644,0.523457766,2.499535561,148.4584198,35.80195618,26.8018589,,,-0.003451489,65000
16/2-11 A,912.5631995,475286.4063,6518428.5,-887.3408813,NORDLAND GP.,Utsira Fm.,12.24914837,,1.230571628,1.245926499,2.005800486,104.8288803,0.555208325,3.347772598,146.518692,,33.00795746,,,-0.001607478,65000
15/09/2015,1510.648,436813.2188,6462992,-1485.607056,HORDALAND GP.,Utsira Fm.,12.97848129,1.08175087,1.08175087,1.040142059,2.003369093,83.1325531,0.509378135,2.055641651,148.076767,65.63762665,40.32732391,,0.728482723,0.032597959,65000
16/11-1 ST3,2266.449201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.98684502,89.68387604,,,2.9844172,4.572598457,-0.007990598,,53.52241516,,26.77746773,,,0.016951803,86000
15/09/2013,1768.896,437634.2813,6470978.5,-1743.766357,HORDALAND GP.,Utsira Fm.,12.03282261,,0.7474069,0.711157084,1.956533909,76.36331177,0.559834182,2.990474701,147.1309662,57.59295654,43.72364807,,,0.0046083,65000
16/10/2001,791.5997898,444150.875,6435550,-766.5524902,NORDLAND GP.,,17.68899918,0.813856006,1.144238353,1.398994207,,103.6049194,,,150.7260284,79.51850128,18.06946373,,0.188999683,,65000
16/10/2001,2428.63979,444162.5,6435560.5,-2403.435791,SHETLAND GP.,Tor Fm.,12.35232163,,1.911942601,2.066186667,2.498893976,29.81376267,0.15938659,5.535490036,77.39775848,99.56233215,2.233975887,,-0.14767836,-0.01615572,70000
16/02/2016,1118.230396,476768.1563,6523588.5,-1091.865723,HORDALAND GP.,Skade Fm.,12.51066303,,1.185343504,1.195508719,2.058383226,120.8222809,0.509009302,4.479206085,149.3174591,,41.19216156,,,0.006139713,65000
16/11-1 ST3,1224.793201,474568.1563,6436487.5,-1197.77771,HORDALAND GP.,,13.07095337,,0.926715195,0.752012789,,49.71659088,,,174.4679413,50.46785355,4.422989368,,,,65000
16/11-1 ST3,1175.393201,474568,6436487.5,-1148.378296,HORDALAND GP.,,11.95353508,,1.044923306,0.808659554,,64.572052,,,169.8122101,50.00593948,9.327607155,,,,65000
16/10/2001,3054.42379,444183.9375,6435593.5,-3027.87915,VESTLAND GP.,Skagerrak Fm.,9.274416924,,3.594694376,2.902532816,2.615039587,51.84117508,0.25778982,2.352706671,76.81956482,125.2116165,8.076382637,,0.774416804,-0.016003337,65000
16/11-1 ST3,2357.041201,,,,ZECHSTEIN GP.,Smith Bank Fm.,12.61093044,,,,,4.026808739,0.036072195,,68.35918427,,9.244083405,,,,88000
15/09/2017,911.7099984,438591.75,6478952.5,-889.6868286,NORDLAND GP.,Utsira Fm.,17.59607124,,0.722916782,0.834212303,1.973687291,27.14690781,,1.706408382,151.6298981,26.55953407,59.07624435,,,-0.002745873,30000
16/10/2001,1498.85579,444152.3438,6435551.5,-1473.797241,HORDALAND GP.,Utsira Fm.,12.31803417,,0.887194514,0.804203808,2.032453537,90.09207916,0.465520203,5.656112194,141.8855896,89.87913513,11.7853241,,-0.181966573,-0.013468892,65000
16/10/2001,3048.03979,444183.6875,6435593,-3021.513916,VESTLAND GP.,Sleipner Fm.,9.270448685,,5.853288174,3.7079916,2.406521559,61.34901428,0.415582627,6.632918835,93.5954361,125.3119507,3.624951601,,1.802528739,0.113534287,65000
15/09/2015,2355.616,436806.4063,6463010.5,-2330.317871,ROGALAND GP.,Lista Fm.,13.7292366,0.74448353,0.74448353,0.639337122,2.085064411,62.05348587,0.449926168,2.881321192,121.6154862,87.79912567,20.80899811,,1.479241133,0.171139807,65000
16/01/2002,2760.036002,455221.3438,6533321.5,-2735.035889,ZECHSTEIN GP.,Smith Bank Fm.,8.723576546,13.6698246,13.60143566,6.994767189,2.678599119,109.2590256,0.135130227,,57.306633,95.95778656,75.34916687,,,0.018588062,65000
15/09/2017,2922.213998,438597.4063,6478968.5,-2900.006836,VESTLAND GP.,Smith Bank Fm.,8.726599693,3.803074122,2.163707018,1.769904613,2.516377926,77.66963959,0.251848817,4.303685188,87.63732147,58.85757065,3.88562274,,,-0.013504613,65000
16/11-1 ST3,1382.721201,474568.6563,6436488,-1355.703613,HORDALAND GP.,,12.39943504,,0.883330524,0.642095029,,61.09544373,,,173.1705475,50.42702103,,,,,65000
16/2-11 A,1901.1712,475534.1875,6518962.5,-1662.419312,SHETLAND GP.,Hod Fm.,13.19428635,,1.646157742,1.671313286,2.348153353,15.04244804,0.219767273,6.30307436,79.81235504,,5.422411442,151.5106964,,0.011893181,70000
16/10/2003,666.2135993,460418.9063,6453752,-626.1916504,NORDLAND GP.,,19.82573509,0.745549381,0.755866826,1.156965971,,137.0411835,,,161.0901642,505.8659973,38.04000092,,2.325729609,,65000
16/10/2003,2679.453599,460452.3438,6453745,-2638.942383,VESTLAND GP.,Smith Bank Fm.,8.562520027,1.539171457,1.534898639,1.951526403,2.517378569,123.2761307,0.220623151,3.403339863,86.38829804,,27.65999985,162.3339233,0.062519558,0.015538883,65000
16/2-11 A,1959.0832,475548.0625,6518999,-1704.93335,SHETLAND GP.,Hod Fm.,12.58995056,,2.909473658,3.00062871,2.449331045,19.51960373,0.177575111,5.635031223,82.02183533,,5.985236645,157.8550873,,0.006562703,70000
16/11-1 ST3,1559.953201,474574.9063,6436494.5,-1532.21106,ROGALAND GP.,Sele Fm.,11.90917206,,0.735833526,0.451670915,,44.77061081,,,169.6891327,51.17621994,6.530228615,,,,65000
15/09/2015,2364.128,436806.3438,6463011,-2338.827881,ROGALAND GP.,Lista Fm.,13.29178524,0.786554038,0.786554038,0.622957766,2.194081068,50.68712616,0.428546339,3.054767847,120.6737213,90.83667755,15.49423695,,1.041786313,0.110558093,65030
16/10/2003,1066.429599,460420.4063,6453750.5,-1026.397949,HORDALAND GP.,Utsira Fm.,19,0.948358417,0.958498299,1.226999283,,154.1431885,,,141.021637,,24.29999924,,1.499999881,,65000
15/09/2015,1766.616,436811.9063,6462996.5,-1741.526978,HORDALAND GP.,Utsira Fm.,15.43758774,0.745824039,0.745824039,0.753680527,2.008544445,52.24123383,0.466032326,2.684934139,154.8585968,68.37751007,72.87564087,,3.187590122,0.097487852,65000
16/01/2002,2663.212002,455221.3438,6533321.5,-2638.211914,VIKING GP.,Smith Bank Fm.,14.43645477,1.045507789,1.044684172,1.096390128,1.812533259,52.44503403,0.481993258,,99.02716827,98.26173401,141.6043854,,,0.072441623,65000
16/10/2003,745.8615993,460419.4063,6453751.5,-705.8358765,NORDLAND GP.,,17.30856895,0.827941895,0.825931907,1.196892977,,132.8865662,,,149.6332092,509.8194885,24.26256561,,-0.191433176,,65000
16/10/2003,1557.693599,460424.1875,6453750.5,-1517.638428,HORDALAND GP.,Utsira Fm.,13.13789368,0.732740641,0.736035228,0.891480029,2.145569325,104.1714859,,3.568090677,131.0645142,87.60774231,33.09999847,,0.887893319,0.057871081,65000
15/09/2013,1216.832,437640.7813,6470976.5,-1191.779663,HORDALAND GP.,Utsira Fm.,14.3780756,,0.72947824,0.924084187,1.873475313,31.05969048,0.468038499,12.00417423,142.2155304,49.25862885,24.66114807,,,0.002282917,30000
15/09/2013,2762.368,437612.4688,6470983,-2736.932617,VIKING GP.,Heather Fm.,8.954598427,2.546160221,1.119459033,0.634354711,2.757769585,275.8587341,0.298940986,5.75014019,86.95511627,108.2506027,1.970362663,,,-0.003829132,65000
15/09/2017,1575.037998,438594.625,6478953,-1552.993896,HORDALAND GP.,Utsira Fm.,12.35242748,0.874143958,0.971791267,0.939925969,1.959358096,57.56256104,0.464185923,3.151864529,141.0149994,36.36683655,18.77313232,,,-0.00360029,65000
15/09/2017,1703.173998,438596,6478954,-1681.117798,HORDALAND GP.,Utsira Fm.,15.1462822,1.300375581,0.886525214,0.867380321,2.04211092,51.65501022,0.41396141,2.806460381,130.3306885,37.14499283,10.78555775,,,-0.008688984,65000
16/2-11 A,751.2911995,475279.0625,6518414,-727.2855225,NORDLAND GP.,,12.44758892,,0.936682582,1.167897463,,104.9966049,,,149.2286987,,27.95849991,,,0.001188077,65000
15/09/2015,1986.864,436810,6463002.5,-1961.692383,HORDALAND GP.,Utsira Fm.,16.92800903,0.577097952,0.577097952,0.571961403,2.004445791,50.13304901,0.455783963,3.244356632,151.8661346,75.32382202,67.87893677,,4.678008556,0.102116227,65000
16/02/2016,1510.846396,476768.25,6523588.5,-1484.481445,ROGALAND GP.,Balder Fm.,12.396801,,0.660799325,0.650451183,2.078452826,59.81202316,0.497668654,5.083959103,123.6382904,,30.19617844,,,0.006724093,99000
16/10/2001,2068.39979,444157.1875,6435555.5,-2043.277344,HORDALAND GP.,Utsira Fm.,13.08718681,,0.471630096,0.44721362,2.08333087,65.35777283,0.46075055,9.707690239,138.7862244,88.41134644,13.29575062,,0.587186754,-0.00067311,65000
16/2-11 A,1421.611199,475397.4375,6518650.5,-1324.518677,HORDALAND GP.,Skade Fm.,12.24160767,,1.027289152,1.076537609,2.099683285,87.53922272,0.388338536,3.661157608,141.2926636,,35.31132889,,,-0.009142428,65000
16/10/2003,833.8695993,460419.5313,6453751,-793.8411255,NORDLAND GP.,,18.53501701,0.772544742,0.775315702,1.140501976,,137.714447,,,146.7687988,509.9509277,25.0699997,,1.035015464,,65000
16/10/2003,2176.333599,460438.1875,6453743,-2136.0354,SHETLAND GP.,Tor Fm.,8.90087986,1.043991327,1.046898603,2.233495951,2.465918779,41.39265442,0.17030789,4.176640987,77.90927887,,3.980000019,147.9916382,0.400879622,0.027925676,70000
16/10/2003,739.0215993,460419.4063,6453751.5,-698.9962769,NORDLAND GP.,,18.4864769,0.840645969,0.842823982,1.154959083,,138.1403809,,,157.4457398,511.4823914,24.59000015,,0.986476958,,65000
