Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2007-06-27 11:33:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,TARAVAL,"ARREST, BOOKED",21ST AV / NORIEGA ST,-122.478613672878,37.7541451649403
2008-10-18 20:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389
2012-10-02 20:35:00,MISSING PERSON,FOUND PERSON,Tuesday,NORTHERN,LOCATED,800 Block of FRANKLIN ST,-122.422350618718,37.7824725359795
2003-02-04 20:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.43355503388001,37.783240028248
2004-03-03 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,1300 Block of SUTTER ST,-122.422607570621,37.787495885830495
2010-01-14 18:40:00,ARSON,ARSON,Thursday,INGLESIDE,NONE,500 Block of PORTOLA DR,-122.451163989719,37.7455640062989
2012-06-25 13:42:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION,NONE,2400 Block of MARKET ST,-122.435664298117,37.762319163766996
2008-08-23 08:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,BROADWAY ST / SANSOME ST,-122.40223245422199,37.7984302773598
2013-09-07 18:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2007-10-15 10:22:00,WARRANTS,WARRANT ARREST,Monday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2013-06-13 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE,1000 Block of VALENCIA ST,-122.421010357525,37.7565060595854
2006-01-10 05:09:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Tuesday,CENTRAL,"ARREST, BOOKED",1200 Block of STOCKTON ST,-122.408562639884,37.7970067945044
2014-11-11 23:22:00,WARRANTS,WARRANT ARREST,Tuesday,INGLESIDE,"ARREST, BOOKED",3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
2009-08-22 23:30:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
2013-07-11 00:01:00,MISSING PERSON,MISSING ADULT,Thursday,SOUTHERN,LOCATED,0 Block of SOUTHPARK AV,-122.393092579681,37.7823359738287
2015-03-20 03:33:00,MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,NONE,900 Block of HOWARD ST,-122.40650848700301,37.7803313209065
2008-05-16 23:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,TARAVAL,NONE,400 Block of ULLOA ST,-122.45822630060499,37.7413616001449
2004-04-16 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,5TH ST / MARKET ST,-122.40806834515499,37.783991676793214
2007-08-12 01:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,NONE,2400 Block of LOMBARD ST,-122.441854041374,37.7992097167784
2011-05-07 02:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,2300 Block of POLK ST,-122.42231252673,37.7982935568473
2014-09-20 23:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,100 Block of FONT BL,-122.473644075533,37.7155536666978
2008-05-03 21:44:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",MINNA ST / 6TH ST,-122.408162953857,37.780534538527796
2011-01-02 21:23:00,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Sunday,TARAVAL,NONE,100 Block of LOBOS ST,-122.45758514143999,37.7148630090118
2004-06-10 16:15:00,ARSON,ARSON,Thursday,TENDERLOIN,NONE,700 Block of OFARRELL ST,-122.41708535742399,37.7852153590471
2011-03-09 16:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of TURK ST,-122.414900544562,37.7827419623926
2008-08-08 12:50:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.397032436528,37.7878246694374
2014-08-08 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,LANE ST / THOMAS AV,-122.39129161489201,37.7304116196649
2004-09-16 10:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,TARAVAL,NONE,2300 Block of 43RD AV,-122.50139934883998,37.742832682505004
2010-07-31 21:07:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2012-10-01 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,TARAVAL,NONE,100 Block of MARGARET AV,-122.453123371318,37.7166997550834
2013-09-07 17:55:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,BEACH ST / TAYLOR ST,-122.415618823722,37.8072756032801
2011-05-31 19:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED",15TH ST / VALENCIA ST,-122.422045943548,37.7665387195995
2014-01-23 08:32:00,NON-CRIMINAL,AIDED CASE,Thursday,TENDERLOIN,NONE,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2003-09-17 15:45:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Wednesday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,19TH AV / JUNIPERO SERRA BL,-122.47257041823099,37.7171734075953
2006-05-19 12:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,BAYVIEW,NONE,100 Block of HOOPER ST,-122.399364608159,37.7681836246384
2012-10-07 15:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GEARY BL / FRANKLIN ST,-122.423031175088,37.7854818747419
2003-02-04 16:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,HARRISON ST / 3RD ST,-122.397388784833,37.7825543452197
2012-08-24 15:40:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,TARAVAL,"ARREST, BOOKED",WINSTON DR / 20TH AV,-122.47603935973301,37.7269494355268
2015-01-05 10:30:00,NON-CRIMINAL,FOUND PROPERTY,Monday,NORTHERN,NONE,SCOTT ST / JEFFERSON ST,-122.442127624221,37.8048477900939
2009-01-21 07:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2006-05-30 16:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.408068345148,37.7839916768161
2012-11-18 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,100 Block of MARVIEW WY,-122.448772366875,37.75489360546921
2009-11-10 13:37:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2013-04-17 18:45:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TARAVAL,"ARREST, CITED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694
2011-03-13 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,900 Block of CORBETT AV,-122.443979044079,37.7511291321979
2008-01-08 16:42:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,700 Block of POST ST,-122.41420144235,37.7876109394648
2012-05-19 10:40:00,OTHER OFFENSES,"TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR",Saturday,TARAVAL,"ARREST, CITED",4000 Block of IRVING ST,-122.50124078046301,37.76244308035261
2007-02-05 00:32:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,NORTHERN,"ARREST, BOOKED",GOUGH ST / FULTON ST,-122.423355144447,37.7787466492059
2005-06-13 09:00:00,OTHER OFFENSES,PAROLE VIOLATION,Monday,MISSION,"ARREST, BOOKED",MISSION ST / 17TH ST,-122.419515708414,37.76342923285421
2014-09-03 08:19:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2005-06-13 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,INGLESIDE,NOT PROSECUTED,1600 Block of VALENCIA ST,-122.420272135283,37.7473316298785
2005-05-31 07:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,PARK,"ARREST, CITED",FULTON ST / STANYAN ST,-122.45463683946801,37.7747600205691
2009-06-09 10:00:00,MISSING PERSON,MISSING ADULT,Tuesday,NORTHERN,LOCATED,2300 Block of BUCHANAN ST,-122.43107316900699,37.79156871030021
2011-03-11 23:40:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Friday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / HYDE ST,-122.41607528505101,37.78444966127911
2009-09-03 10:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,300 Block of GROVE ST,-122.42234814385701,37.777861775969896
2011-06-18 13:40:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.42331066452101,37.7943634859292
2012-02-10 15:16:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,CENTRAL,NONE,300 Block of POST ST,-122.407612885387,37.7884486019705
2007-08-07 08:59:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,INGLESIDE,NONE,BONVIEW ST / CORTLAND AV,-122.419164797545,37.7395339362243
2003-04-17 08:55:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,BAYVIEW,"ARREST, BOOKED",0 Block of LATONA ST,-122.392627218053,37.7316182572491
2010-04-20 09:19:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.421082850193,37.764910844225994
2006-12-14 20:23:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029
2009-01-09 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,RICHMOND,NONE,400 Block of PRESIDIO AV,-122.4468133453,37.7877237373189
2010-10-23 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,600 Block of FOLSOM ST,-122.397328066738,37.7851267946007
2011-05-06 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,4TH ST / KING ST,-122.39410262452499,37.7763827130285
2013-05-01 12:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,NONE,200 Block of CLINTONPARK ST,-122.42565481332399,37.768992468358995
2005-09-20 13:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,INGLESIDE,NONE,0 Block of ANDERSON ST,-122.41511272204399,37.74188557133821
2008-07-08 16:45:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,1800 Block of MARKET ST,-122.423715048532,37.7717810622866
2007-09-05 11:45:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Wednesday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871
2004-08-18 09:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,NORTHERN,"ARREST, BOOKED",2300 Block of PINE ST,-122.434496858259,37.7878979510756
2003-02-17 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE,1800 Block of SAN JOSE AV,-122.440226017829,37.72864075046829
2012-07-13 18:45:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,PSYCHOPATHIC CASE,1100 Block of GILMAN AV,-122.39092255340599,37.7198785524783
2011-03-26 04:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,CENTRAL,NONE,400 Block of MASON ST,-122.40992532841899,37.7877640990096
2013-08-19 13:10:00,MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,LOCATED,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2015-04-29 17:37:00,TRESPASS,TRESPASSING,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2013-06-27 11:15:00,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,NORTHERN,NONE,TURK ST / BUCHANAN ST,-122.42885538348301,37.780914754285895
2010-02-25 00:01:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE,300 Block of 8TH ST,-122.40984054827899,37.774733517242396
2005-04-09 15:15:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594
2011-04-08 06:30:00,NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE,300 Block of VALENCIA ST,-122.42215811039301,37.767002028647795
2009-08-08 19:45:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,RICHMOND,"ARREST, BOOKED",100 Block of FUNSTON AV,-122.47204825520299,37.7853902153809
2006-04-21 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-28 22:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE,JONES ST / ELLIS ST,-122.412784096502,37.78486569395261
2003-08-06 23:25:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,BAYVIEW,"ARREST, BOOKED",1800 Block of 25TH ST,-122.39748691567101,37.752197092814
2013-05-04 16:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED",2000 Block of HARRISON ST,-122.41301875697799,37.7634666522563
2006-01-01 20:52:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.412904380868,37.775998180531204
2013-02-18 11:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.40754585593099,37.784401179486
2008-08-06 23:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-01-08 08:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2013-05-17 18:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,RICHMOND,NONE,1000 Block of LAKE ST,-122.470593503261,37.786466548759705
2003-02-07 11:51:00,WARRANTS,WARRANT ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.41219255572099,37.781604574125204
2013-01-12 09:20:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029
2007-09-04 19:25:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,100 Block of TEDDY AV,-122.405505689191,37.714186262499
2007-06-11 10:15:00,MISSING PERSON,FOUND PERSON,Monday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705
2005-04-07 19:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,BAYVIEW,"ARREST, BOOKED",1300 Block of HAWES ST,-122.382468081515,37.727763991856605
2008-02-22 17:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE,100 Block of DRUMM ST,-122.39674878714199,37.7950264947046
2006-11-01 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,2400 Block of 36TH AV,-122.49377093781901,37.7412994875354
2009-05-03 09:58:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED",SILLIMAN ST / SAN BRUNO AV,-122.405088367432,37.7312386570741
2010-04-21 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,INGLESIDE,NONE,100 Block of REDROCK WY,-122.44219516560699,37.7460301008456
2014-11-02 22:30:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Sunday,MISSION,NONE,400 Block of CASTRO ST,-122.435012093789,37.761767718295395
2008-01-09 14:45:00,ASSAULT,BATTERY,Wednesday,CENTRAL,NONE,700 Block of LEAVENWORTH ST,-122.415160494169,37.7879211003359
2004-10-27 12:00:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-06-30 03:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,BAYVIEW,NONE,500 Block of CONNECTICUT ST,-122.397193894699,37.758676111029395
2012-04-21 23:56:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,TENDERLOIN,"ARREST, CITED",GEARY ST / STOCKTON ST,-122.40659226979601,37.7875673013055
2003-04-29 21:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,PARK,"ARREST, CITED",MASONIC AV / MCALLISTER ST,-122.446659947567,37.7767406997372
2008-06-23 13:30:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,SOUTHERN,"ARREST, CITED",5TH ST / HARRISON ST,-122.401846367522,37.7790324136251
2014-07-10 19:52:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,CENTRAL,"ARREST, BOOKED",700 Block of POST ST,-122.41417943719,37.787502483207
2007-10-17 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,SANTOS ST / BROOKDALE AV,-122.418766889013,37.7119336857601
2003-09-04 20:15:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Thursday,TENDERLOIN,"ARREST, CITED",HYDE ST / OFARRELL ST,-122.41626183684099,37.7853750846147
2012-11-14 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.390094248247,37.7907638589303
2003-11-15 04:45:00,ASSAULT,ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON,Saturday,MISSION,"ARREST, BOOKED",2800 Block of FOLSOM ST,-122.413935404044,37.7516932889916
2003-05-13 15:30:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,INGLESIDE,NONE,300 Block of SILVER AV,-122.429969905093,37.728489252473004
2009-06-22 08:55:00,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Monday,CENTRAL,NONE,1100 Block of HYDE ST,-122.417556961286,37.7914484841253
2013-06-02 00:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",HYDE ST / MCALLISTER ST,-122.41531796699199,37.7807179285998
2005-01-28 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-03-07 03:11:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,-122.40547173999201,37.8022505061483
2004-01-21 08:00:00,WARRANTS,WARRANT ARREST,Wednesday,CENTRAL,"ARREST, BOOKED",QUINCY ST / PINE ST,-122.405444587288,37.7915358967572
2009-03-16 17:10:00,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-05-01 10:00:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,INGLESIDE,JUVENILE ADMONISHED,500 Block of PORTOLA DR,-122.451163989719,37.7455640062989
2012-11-17 09:51:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078
2005-11-14 09:15:00,ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166
2005-08-11 12:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,PARK,NOT PROSECUTED,100 Block of CRESTMONT DR,-122.459238740294,37.7553267974105
2008-12-27 21:25:00,OTHER OFFENSES,RESISTING ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",JONES ST / ELLIS ST,-122.412784096502,37.78486569395261
2011-11-28 15:44:00,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Monday,MISSION,NONE,500 Block of CASTRO ST,-122.43485678021099,37.760077705313705
2003-02-19 15:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,NONE,0 Block of CONKLING ST,-122.401828773082,37.7356059585517
2014-04-01 18:45:00,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,BAYVIEW,NONE,CASHMERE ST / LASALLE AV,-122.387177847078,37.7356637644571
2013-06-14 12:00:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,SOUTHERN,NONE,600 Block of BRYANT ST,-122.399151509541,37.77862707848
2003-07-08 09:55:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,NORTHERN,NONE,1200 Block of LAGUNA ST,-122.42751186236099,37.782281261586796
2008-04-17 18:10:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871
2011-09-11 10:03:00,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Sunday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-09-09 19:19:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, CITED",3RD ST / LASALLE AV,-122.389865610332,37.73716994462029
2006-12-27 09:45:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, CITED",VERMONT ST / CESAR CHAVEZ ST,-122.402868034981,37.7494783929125
2006-06-03 14:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2007-10-30 08:36:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2010-09-25 23:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,RICHMOND,NONE,GEARY BL / 3RD AV,-122.461062711176,37.7811580519204
2013-06-10 13:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,TARAVAL,NONE,0 Block of LENOX WY,-122.46488181941099,37.7430092774714
2009-10-28 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,1600 Block of 32ND AV,-122.490528781591,37.7564083171166
2015-05-13 17:47:00,ASSAULT,CHILD ABUSE (PHYSICAL),Wednesday,BAYVIEW,NONE,0 Block of WHITFIELD CT,-122.38183793030001,37.73110435323621
2009-09-16 13:50:00,ASSAULT,BATTERY,Wednesday,TARAVAL,NONE,400 Block of CAPITOL AV,-122.45911000139401,37.7144894576542
2009-10-13 11:08:00,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, CITED",400 Block of JONES ST,-122.412758759499,37.7850960963726
2007-01-22 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,0 Block of VASQUEZ AV,-122.45755146619601,37.7462599388889
2010-03-12 00:51:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, BOOKED",3900 Block of 21ST ST,-122.435095790647,37.7561542216675
2004-06-26 00:46:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,SOUTHERN,"ARREST, CITED",0 Block of 6TH ST,-122.40950430935,37.781526271747
2005-09-20 00:01:00,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Tuesday,CENTRAL,NOT PROSECUTED,0 Block of BERGEN PL,-122.420535689911,37.805258563701
2003-05-01 01:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,600 Block of SAN JOSE AV,-122.42265700924101,37.7443660385474
2009-10-27 02:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE,0 Block of GRIJALVA DR,-122.478704029229,37.716963128631896
2006-09-19 21:21:00,WARRANTS,WARRANT ARREST,Tuesday,TARAVAL,JUVENILE BOOKED,2400 Block of 25TH AV,-122.482123331655,37.741812698996895
2014-04-01 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,800 Block of ULLOA ST,-122.46542994935,37.7407725915928
2007-07-29 16:44:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,700 Block of NORTHPOINT ST,-122.41957051656401,37.8058780896194
2006-06-28 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2006-11-28 14:30:00,MISSING PERSON,FOUND PERSON,Tuesday,RICHMOND,NONE,5500 Block of GEARY BL,-122.47884322010799,37.7802357423473
2014-10-05 16:57:00,NON-CRIMINAL,CASE CLOSURE,Sunday,TARAVAL,EXCEPTIONAL CLEARANCE,41ST AV / WAWONA ST,-122.49886753072,37.736415003705
2010-01-25 13:57:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,NORTHERN,"ARREST, BOOKED",700 Block of VANNESS AV,-122.420576428438,37.782453353282
2013-11-29 07:30:00,NON-CRIMINAL,AIDED CASE,Friday,CENTRAL,NONE,GEARY ST / STOCKTON ST,-122.40659226979601,37.7875673013055
2015-01-10 13:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,INGLESIDE,"ARREST, BOOKED",SUNNYDALE AV / HAHN ST,-122.416000227907,37.7119155437754
